,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
10,6 likes,1 image,Specialized S-WORKS Venge RARE LIMITED EDITION,"11,888",Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"New in box, rare item numbered 88 produced worldwide. Show piece ",N,NA,NA,Y,Serangoon Road,CrYpTz,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,26,https://www.carousell.sg/p/specialized-s-works-venge-rare-limited-edition-1237725230/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fx_S38IAuf3IBO_u&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2294
11,16 likes,7 images,Trek brand bicycles,300,Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Adult trek bicycle 
Good condition 
Aluminum frame 
City bike 
All the photos uploaded ",N,NA,NA,Y,Siglap Centre,shinestars,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,10,https://www.carousell.sg/p/trek-brand-bicycles-1238242850/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=njJIduQ4l4ciRUUW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2023
12,1 like,1 image,"26 inch With Gear Mountain bike mtb 7   24"" thermal inch 27.5 20"" delivery children 26"" adult seat seat kid rack Put food mesh lady baby child 29 bag 16"" WHATSAPP 89501850",170,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! LIMITED STOCKS!!
Self assembly, Toolkit provided


FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

➡️ For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 



21 Speed Gear
➡️ 26"""" Wheel 
➡️ Mechanical Front & Rear Disk Brake System
➡️ Fast Clip Seat
Ultralight Body Frame

➡️ For fast reply, please whatsapp 8950 1850 for purchase.",Y,Standard delivery S$30,3 - 4 working days,N,NA,better-bikes,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/26-inch-with-gear-mountain-bike-mtb-7-24-thermal-inch-27-5-20-delivery-children-26-adult-seat-seat-kid-rack-put-food-mesh-lady-baby-child-29-bag-16-whatsapp-89501850-1238030584/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zFGamB3pInfeF0nv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2200
13,4 likes,1 image,Kids bike,50 60,Like new,Meetup,1 month ago,Road Bikes,Bumped,Used once or twice. As good as new.,NA,N,NA,NA,Y,Eunos MRT Station (EW7)Paya Lebar MRT Interchange (EW8/CC9),cheezesq,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/kids-bike-1225629139/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=T2ft2VZWaw8P1_s6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2684
14,42 likes,3 images,Cannondale supersix evo hi-mod S51 2021,"6,800",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my super mint condition Cannondale super six evo Hi-mod disc road bike, this is the legendary Cannondale SSE that have gained a cult following in the pro peloton for being comfortable and super lightweight, in fact one of the lightest!, fully built bike is a touch over 7kg only!

This bike is built up to be the lightweight and as top end as it gets without breaking the bank, the sweet spot for consumers and semi professional like you and me.

Bike have been well taken care of and recently serviced with some new parts for a brand new experience for the next user! Only some cosmetic scratches on wheels from normal usage

Selling with a heavy heart as i have too many bikes so looking to let go one from the collection to make space for future purchases 
Specs: 
Cannondale supersix evo 2021 Hi-Mod frame 
Size 51 (168-175cm) im 173cm fits perfectly 
Ultegra 2x11speed electronic di2 groupset (11-28t)
Hollowgram crankset ultralight 50-34t 165mm
Hyper 50 wheelset with carbon spokes and ceramic hubs
Enve aero cockpit 110/420
Specialized power saddle
Vittoria tyres tubeless setup
No pedals included ",N,NA,NA,Y,Fernvale Palms,the.switch.co,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.9,173,https://www.carousell.sg/p/cannondale-supersix-evo-hi-mod-s51-2021-1240488609/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=h3n5s3b1Hbj9TsLT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1277
15,3 likes,2 images,Magped Road,120,Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Used but not abused.
Message to find out more.",N,NA,NA,Y,Shell Simpang Bedok,hadi.shah,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,70,https://www.carousell.sg/p/magped-road-1242600765/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=_0vAGoVxPYOEhKji&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=342
16,3 likes,1 image,"26"" 21 Speed - Foldable Folding Bicycle Mountain bike Wheel lauxjack spring Black food seat thermal 27.5 adult 20"" Put 24"" children bag 26"" 16"" kid lady child baby delivery inch 29 seat rack mesh WHATSAPP 89501850",200,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 



➡️ 21 Speed Shimano Gear
➡️ 26"""" Wheel 
➡️ Can bring to the MRT, Public transport



Please whatsapp for inquiry 😊
🤙
🤙 wa.me/6589501850
🤙 wa.me/6589501850
🤙

 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,hyperk,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/26-21-speed-foldable-folding-bicycle-mountain-bike-wheel-lauxjack-spring-black-food-seat-thermal-27-5-adult-20-put-24-children-bag-26-16-kid-lady-child-baby-delivery-inch-29-seat-rack-mesh-whatsapp-89501850-1238133980/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=54yBYGhjNW-jy4Qb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2086
17,18 likes,7 images,Merida REACTO Force Edition,"5,900",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size:XXS 
5.9k included KEO Blade Carbon pedal.",N,NA,NA,Y,Hong Kah North Neighbourhood Police Post,droniemee,Joined 3 years ago,Not Responsive,Verified,1,0,1,5.0,4,https://www.carousell.sg/p/merida-reacto-force-edition-1237011886/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2530
18,15 likes,8 images,Canyon Ultimate CF SL,"6,500",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","The bike is lightly used. Some minor scratches on the Crankset. Bike have been serviced and polish before sale. 

Groupset is Shimano Ultegra Di2 12 Speed Disc. Wheelset is DT Swiss Arc 1400 with DT 240 hubs. 

DM for more info.",N,NA,NA,Y,"500 Changi RdRSCYCLES
Monday - Friday 11am to 7pm
Sat - Sun 10am to 6pm",500rscycles,Joined 2 years ago,Mostly Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/canyon-ultimate-cf-sl-1238713244/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=iR1UKnaDCp65iZuh&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1856
19,10 likes,3 images,"Shulz Bubble 20 Race, kids bike, lightweight quality bike",200,Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Shulz Bubble 20 Race

Lightweight, high quality bike in excellent condition. 

Shimano 7 gears easy shift with grip twist shifter. 

Bought in April 2021. 

Pick up in River Valley ",N,NA,NA,Y,Great World,knilsdotter912132,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/shulz-bubble-20-race-kids-bike-lightweight-quality-bike-1240936599/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=_0vAGoVxPYOEhKji&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=351
20,10 likes,8 images,Factor Ostro Vam Framesets and Custom Build,"7,500",Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"The OSTRO VAM is an ‘everything’ bike, a master of all trades. It's an ""Aero"" bike that is surprisingly light and super comfortable. The frame weighs only 830g for a painted size 54. It's not impossible to build below the UCI weight limit if you wish so.

One of the reasons you should consider buying the Ostro is that it doesn't have a tier level frame where you have to pay a higher price just to get the best. With the Factor Ostro Vam you get one level and that is the best and what the pros are riding. Another reason is that unlike other brands you are stuck with whatever they give you and you need to buy extra like stem length or bar widths. With Factor you are the boss and you get to choose. Last reason is that the frame will come with Ceramcspeed Bottom Bracket and Headset stock! No need for an upgrade. 

We have multiple groupsets available from Shimano and SRAM. 

DM me for more info.",N,NA,NA,Y,Rs Cycle,muhamadridwanxx,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,57,https://www.carousell.sg/p/factor-ostro-vam-framesets-and-custom-build-1238456430/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1961
21,12 likes,7 images,Pinarello Razha Rim Brake (Size 54),"4,000",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling Pre-loved Pinarello Razha Rim Brake.

54 cm Frame: 176cm - 180cm according to 
",N,NA,NA,Y,West Coast Park,yamanashi,Joined 9 years ago,Not Responsive,Verified,1,1,1,5.0,36,https://www.carousell.sg/p/pinarello-razha-rim-brake-size-54-1229775192/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TsI9VzbOxSlBdwhI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1040
22,Like,10 images,Swiss Mondia Sprint Vintage Road Bike,"1,400",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Mondia bicycles were manufactured by Jeker-Häfeli & Cie, which started production in 1933. In 1936, Jeker-Häfeli sponsored a Mondia racing team for the Tour of Switzerland race. The winner that year was a Mondia rider.

This piece was flown in from Switzerland and completely restored.

Size 53 (M)

Specifications

Frame: Mondia Sprint 1986 (Reynolds 501 Cromo Steel)

Rear Derailleur: Shimano Exage 400 EX

Front Derailleur: Shimano Exage 400 EX

Shifters: Downtube Shimano Exage

Brakes: Shimano Exage

Crankset: Shimano 105 (Biopace)

All our project upcycle bikes are covered by a 3-month warranty for defects or mechanical malfunction. All project up-cycle bikes come with 1 free Lunch Break Tuneup (worth $30)

Drop by our store to test ride or find out more!
",N,NA,NA,Y,Lorong Bakar Batu,unspokin,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/swiss-mondia-sprint-vintage-road-bike-1243183821/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=0
23,Like,2 images,Kid 20” bike (6-9 yrs old),90,Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Decathlon Original 120 kids bike (6-9yrs) in working condition. No issues or faults.
Self collection only.",N,NA,NA,Y,Blk 196 Bishan Street 13,hung80,Joined 5 years ago,NA,Verified,1,1,1,5.0,4,https://www.carousell.sg/p/kid-20”-bike-6-9-yrs-old-1242942174/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W1KEtKBmBwU-nFz6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=181
24,30 likes,9 images,Cannondale Caad 8 105,"1,300",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling my caad 8 , all part are still new and bought during covid. Bike easily hit 40km.

-condition 8.5/10
-weight 8.2kg
-size 51 (165-175cm)height
-shimano 105 shifter ( 1 x 11 ) 
  speed
-stone oval chain ring 50T
-shimano 11 speed casette
-sora brake caliper
-novatec carbon wheel  
-michelin dynamic sport tire
  F372SB (loud hud)
-ceramic speed    
   pulley(replica)
-Velo gel saddle
-carbon seatpost
-carbon handlebar
-xoss com and speed senser
-2 carbon bottle cage
-front and rear light",N,NA,NA,Y,7-11,dinong88,Joined 4 years ago,Mostly Responsive,Verified,1,1,1,5.0,43,https://www.carousell.sg/p/cannondale-caad-8-105-1239635882/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=NIto8dAlUUROfnJA&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1554
25,6 likes,2 images,Trek kids bicycle,199,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Trek bikes. Very sturdy. Training wheels removable . Thick tyres
Trek Precaliber 12",N,NA,NA,Y,Parkway Parade,mg601,Joined 7 years ago,Mostly Responsive,Verified,1,0,1,5.0,2,https://www.carousell.sg/p/trek-kids-bicycle-1240483516/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=h3n5s3b1Hbj9TsLT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1279
