,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
137,2 likes,5 images,🔥HOT SELLING🔥💥INSTOCKS💥7 Speed Gear Road Bicycle | bike / bicyce | Road Bicycle / Road Bike | lightweight) / Food Delivery  [1-3 Days Delivery].💥Goodmansg / Goodman / Good 💥☎️WhatsApp 82998491☎️.,240,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Great for delivery riders or cyclists who is looking for a simple and light bicycle.

READY STOCKS  
 - Whole bicycle
- Comes with free maintenance tools
- Bicycle are fully assembled
- Delivery to doorstep

Specifications:
- Wheel: 26"" Road Bike
- Frame: 18” High Carbon Steel
- Weight: Around 12kg
- Measurement: 168 x 95cm
- Disc Brakes
- 7 Speed Rear Gear

Do note that these bicycles can only hold up to 120kg.

Add on Accessories:
- Front Frame Bag $10
- Bottle holder $6
- Two led light $8
- Bell at $3
- Lock $10
- Universal Bike Phone Holder $10
- Pump $6
(All 7ACC above for $40 *SAVE $13*)

Add on: Back rack $28
Add on: Helmet $23",Y,Standard delivery Free,3 - 4 working days,N,NA,,,goodmansg,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,538,https://www.carousell.sg/p/🔥hot-selling🔥💥instocks💥7-speed-gear-road-bicycle-bike-bicyce-road-bicycle-road-bike-lightweight-food-delivery-1-3-days-delivery-💥goodmansg-goodman-good-💥☎️whatsapp-82998491☎️-1239197287/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2158
138,2 likes,4 images,TRIBAN RC 120 // JAPANESE EDITION // FREE CHAIN LUBE,369,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","free bottle holder and foldable lock, seat still in pristine condition
350 if fast deal

RFS: upgrading to a better bike
condition 8/10
chain rusted, handlebar tape need replace, some scratches on handlebar too
free WD-40 Chain lube (pls request if need)",N,NA,NA,Y,Choa Chu Kang MRT/LRT Interchange (NS4/BP1)Keat Hong LRT Station (BP3),1.38555335,103.74430063,yolosight,Joined 3 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,38,https://www.carousell.sg/p/triban-rc-120-japanese-edition-free-chain-lube-1240093865/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1902
139,24 likes,10 images,Litespeed Titanium Road Bikes Bicycle,"2,700",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Litespeed Titanium Road Bikes.
Selling at $2,700.
Price is Negotiable.
Message me if interested.
Thank you.",N,NA,NA,Y,Eunos MRT Station (EW7),1.31951889,103.90225808,i.am.hani,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,110,https://www.carousell.sg/p/litespeed-titanium-road-bikes-bicycle-1242460413/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=8PEFzVC8osLOTyOH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1011
140,5 likes,3 images,Royal Baby Lifestyle 3 for sale,38 50,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Well used but still in working condition.
Will throw in a pair of additional tyres.
Self pick up. ",N,NA,NA,Y,Farrer Road MRT Station (CC20)Kovan MRT Station (NE13),1.31748808,103.8075432,terribletuus,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,28,https://www.carousell.sg/p/royal-baby-lifestyle-3-for-sale-1229018751/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1897
142,14 likes,10 images,OEM Pinarello Dogma frame,"1,300",Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"The frame is made in TAIWAN using high quality Japanese T1100 Carbon fiber 

The frames will take around 1 month to deliver to your doorstep as it is all built to order to ensure the highest possible quality. 

ALL  frames are will undergo rigorous quality control and comes with 2 YEAR WARRANTY. 

BENEFITS of an oem frame: 

Cheaper than original since it reflects the production cost of the frame instead of the huge marketing and r&d cost. 

Higher maximum weight limit as the frames uses more layers of carbon fiber. This is to ensure that the frame will not be as fragile as the original. Weight limit is 180kg on the OEM frame compared to the original. 

No difference visually compared to original with superb paintwork. 

CONS :
Heavier weight ~150g heavier than original as the frame uses thicker layers of carbon fiber. 

FRAMESET INCLUDES HEADSET BEARINGS STEM CAP ETC. 

COLOURS ARE NOT LIMITED TO THE PICTURES ABOVE. IF YOU SEE A COLOURWAY YOU LOVE JUST SEND ME A PICTURE. 

WHEN PREORDERING: GIVE ME THE FRAMESIZE STEM LENGTH AND HANDLEBAR WIDTH YOU DESIRE
",N,NA,NA,Y,Serangoon North Avenue 4,1.3737948,103.87494414,jinpachi007,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/oem-pinarello-dogma-frame-1241036392/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=N9Fm4bT6sWVUFmqt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1588
144,105 likes,6 images,Java sava trinx giant merida road bike shimano racing bike siluro 3 Ronda fuoco vesuvio veloce,430,Brand new,Mailing,4 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Price starts from $430-$2200 for road bike 

Wide range of Bicycle and accessories 

Foldable Bike, Road Bike, Hybrid Bike, Mountain Bike

Brand : Dahon, Fnhon, Crius, Rifle, Java, Sava, Hito, Giant, Merida, Trinx, Raleigh 

Viewing, Test ride, Self collection available 
Free Delivery

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03, 367998",Y,Express delivery Free,1 - 2 working days,N,NA,,,gcycle,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.9,65,https://www.carousell.sg/p/java-sava-trinx-giant-merida-road-bike-shimano-racing-bike-siluro-3-ronda-fuoco-vesuvio-veloce-1144369105/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2179
145,22 likes,10 images,Centurion vintage bike for sale.,600,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Please don’t expect too condition hence the price. 

Top tube a coupe of dents. Shimano gears and wheels. 

Top tube and seat tube 52cm centre to centre

Steel is real",N,NA,NA,Y,Jalan Riang Park,1.34744656,103.86738932,portisfish,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,135,https://www.carousell.sg/p/centurion-vintage-bike-for-sale-1243174487/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=729
146,39 likes,7 images,Full Carbon Fibre Road Bicycle (Toray T700) - LOW MILEAGE!,799 888,Like new,Meetup,6 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Underutilized full carbon road bike. Extremely low mileage, excellent condition.

FRAME : Carbon Fibre Toray T700 Frame
SIZE : 50 (170 - 175 cm)
FORK : Carbon Fibre Toray T700 Fork
SEATPOST : Carbon Fiber Toray T700 Seatpost
SADDLE : Race Saddle
HEADSET : Aluminium Alloy Steerer
STEM : Aluminium Alloy Zoom Stem
WEIGHT : 9.5kg
SHIFTER / BRAKE LEVERS :
18 Speed - SHIMANO SORA ST3500

Will throw in accessories as well. Please PM to deal. Thanks for your interest!",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),1.29095597,103.85221481,mwwj1,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,63,https://www.carousell.sg/p/full-carbon-fibre-road-bicycle-toray-t700-low-mileage-1232095214/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=omN_uxru5foZSL37&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=661
147,127 likes,5 images,Carbon Polygon Helios C7.0 Road Bike,600,Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling Carbon Polygon Helios C7.0 Bicycle, not looking for trades.

Specs:
Carbon Fork and Frame
UCI legal climbing frame set
Shimano 105 10-speed groupset + Ultegra front derailer
Fulcrum Racing 5 , Continental Gatorskin
Mark Cavendish pro handlebar
Frame should fit someone 168 to 175

(some scratches throughout the frame but no cracks, cosmetic damage to gear shifter. Shown in pictures)


Tags;
Polygon Helios, giant, road bike, road bicycle, cannondale, giant, specialized s-works, pinatello, Shimano dura ace, Shimano ultegra, trek, orbea, cervelo, carbon, tt bike",N,NA,NA,Y,Simei,1.34333429,103.95298142,poptop,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,98,https://www.carousell.sg/p/carbon-polygon-helios-c7-0-road-bike-1238886246/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2251
148,5 likes,10 images,Tyrell FX,"2,650",Lightly used,Meetup,Yesterday,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","lightly used very light weight,  Tyrell FX in special requested Champagne Gold powdercoated comes with : 

1. standard Tiagra 10 speed setup.
2. 3T carbon stem.
3. 3T carbon dropbar.
4. 3T carbon Seatpole.
5. Selle Well M1 saddle.
6. 3D carbon weave 406 rims laced to DT 350 hubs.
7. fairly new Schwalbe Tan wall tyres.
Rotor 3D+ cranks and bottom bracket.
8. 56T stone oval chainring.
9. Titanium stem bolts.
10. light scuff marks from normal use.
11. DIY'ed paint protection textured vinyl on certain parts of frame.
12. Frame has serial number. This is authentic made in Japan product , not cheap knock offs.

Depends on how strong your legs are, this bike is a strong performer. i have clocked 45km/hr easily on this.",N,NA,NA,Y,Elias Mall,1.37809307,103.94241253,J.Takahashi,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,99,https://www.carousell.sg/p/tyrell-fx-1244324641/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AKenagH3WyunJ-Yr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=127
149,8 likes,4 images,Trek Domane SL6,"5,100",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought in Jan 2022 from Trek Showroom. 

Used for around 200km only. It’s brand new condition.

Detail : 
Size - 54
Frame - OCLV carbon fiber with ISO speed 
Drivetrain : Shivani ultegra 
Tyre - Bontrager 700X32
",N,NA,NA,Y,314A Anchorvale Link,1.39110119,103.88956035,n_k_s,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,4.0,5,https://www.carousell.sg/p/trek-domane-sl6-1239855132/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1960
150,14 likes,3 images,Trek one 1.2 series small racing bike,400,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Negotiable plus will help change the handles 👍🏻👍🏻👍🏻 !!! 

Trek one 1.2 series,  small racing bike, 650cc wheels, FSA crank  ,  tiagra cassette , shimano siro gear shift., suitable for 140 to 155 height.
Please give this bike a new home my brother has outgrown it ❤️❤️


",N,NA,NA,Y,Clementi MRT Station (EW23),1.31509495,103.76489041,bookswithlove,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/trek-one-1-2-series-small-racing-bike-1239829005/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1966
151,3 likes,7 images,Java CL Mini Velo,"1,000",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Price is without wheels. 

Upgraded Java CL Carbon minivelo bike for sale.  Bike weight about 8.5 kg now after mods. 

- 1x setup using carbon digirit chainring with 105 rear derailleur (original front derailleur will be provided)
- Carbon seatpost (original will be provided)
- Carbon Toseek integrated handlebar and stem with Supercaz bar tape (originals will be provided)
- Juin Brake system (original brake will be provided)

Add $500 if keen on wheels.  
Carbon wheelset on dtswiss350 with schwalbe tan wall tyres plus upgraded 54T ratchet (from 18T)

Price negotiate for full set with wheels

Note: speedplay pedals and Fidlock mount not included",N,NA,NA,Y,Changi South Street 1,1.33421261,103.96880159,thesilversurfer,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,170,https://www.carousell.sg/p/java-cl-mini-velo-1241568549/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xtwi_9JPhWIBh-TS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1392
152,9 likes,1 image,Road Bike 700     8 speed good condition,190,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",700 road  bike  8 speed good condition $190,N,NA,NA,Y,Compassvale Crest,1.3847873,103.89710975,looreggie,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,4.8,2,https://www.carousell.sg/p/road-bike-700-8-speed-good-condition-1241530267/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LcSLfmyp-7__plsS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1409
153,Like,1 image,Animal onesies Winter Pajamas Cosplay Party Event Green   baby shower Boyfriend  Christmas Children valentine day children day kid adult gifts Party present Cosplay event birthday  WHATSAPP 88918377,28,Brand new,Mailing,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"➡️ For Self collection
Do Whatsapp 8891 8377 to book an appointment

Delivery $5 Via qxpress 1-2 days
Same day delivery $20



""""✅ Sold over 2000+ Onesies! All positive reviews!
PM for More Photos / Self Collection

INSTOCK (Updated on 06/10/2023)
WHILE STOCK LAST 
*PAY TO RESERVE*
1. Minion 3S 1M 2L 2XL
4. Tigger 3S 1M 1L 1XL
5. Totoro 2S 1M 1L 2XL
6. Cow 1S 2M 1L 3XL
7. James 2S 2M 1L 2XL
9. Greycat 1S 2M 1L 1XL
10. Blue-Elep 1S 1M
11. Greendino 3S 2M 3L 2XL
13. hellokitty 1M 1L 2XL
14. Blackbat 3S 2M 2L 1XL
15. Rilakkuma 2S 2M 1L 2XL
19. Pinkunicorn 2S 3M 1L 2XL
22. Stitch 1S 3M 2L 1XL
23. Pinkdino 2S 2M 2L 1XL
27. Skeleton 2S 1M 1L 2XL
33. BlueUnicorn 2S 1M 1XL
35. RedPanda 1S 1M 1L 1XL
38. Panda 1S 1M 2L 1XL
44. Penguin 1S 1M 2L 1XL
45. Devil 2S 2M 4L 1XL
46. Owl 1S
47. PinkPanther 2S 1M 2L 1XL
48. kumamon 2S 2M 2L 2XL
49. Charmander 1S 2M 1L 2XL
50. Eeyore 2S 1M
52. Piglet 1S
55. ShibaInu 3S 6M 2L 3XL
56. RainbowUnicorn 2S 1M 1L 1XL
57. PinkPig 2S 2M 2L 1XL
58. Doraemon 2S 2M 2L 2XL

 
Sizes follow by weight then height: 
S (149-159cm)  within 55kg
M (160-169cm) within 82kg
L (170-179cm) within 92kg
XL (180-190cm) within 115kg


✅	$5 for courier delivery
✅ 	Same day delivery: Price depends on location 
✅	For Self collection 
Do PM or Whatsapp 88918377 to book for appointment

Tags: onesies, cosplay, kigurumi pyjamas, party costumes, animal costumes, korean, japanese, hot, kawaii, cute, runningman, korea, kpop, party Halloween Christmas parties cute Pyjamas sleepwear women lady unisex men adults children""""",Y,Standard delivery S$15,3 - 4 working days,N,NA,,,yomobike,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.8,5,https://www.carousell.sg/p/animal-onesies-winter-pajamas-cosplay-party-event-green-baby-shower-boyfriend-christmas-children-valentine-day-children-day-kid-adult-gifts-party-present-cosplay-event-birthday-whatsapp-88918377-1244107652/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=pFcsFvDdlwJuiL3z&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=255
154,11 likes,7 images,BTWIN Bicycle,200,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Attachments  bought from Decathlon are free
1. Front focus light
2.Back light
3.High grade mobile phone holder 
4. Small hand pump
5.Bottle Holder",N,NA,NA,Y,Catholic Church of St Mary of The Angelsweekend preferably ,1.34699199,103.75955362,lilywilson412,Joined 4 months ago,Mostly Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/btwin-bicycle-1239338817/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2118
155,23 likes,6 images,Kuota Kueen-K TT Bike,850,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"This triathlon bike has been use for a few races , it has not been used for the last 10 year. The bike has some rusty part as it was left at the balcony. Please see the pictures to have a feel of  the actual condition, need some servicing before it can be used again, other than that it has no damage part. Serious buyer you are welcome to view and make your offer. 
",N,NA,NA,Y,Parkway Parade,1.30148266,103.90516932,chuaeg.egc,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/kuota-kueen-k-tt-bike-1242183684/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GQOrMrQJQ-YAUHog&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1112
156,32 likes,1 image,Java Suprema,650,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Hello intrested buyers 😃😃😃😃

Specs : 
Shimano 105
Full carbon road bicycle 
Aero road bike 
pm for more info 

As this is well used there are some defects :
for example 
minor scratches 
first gear of back wheel is not working 
(prob able to fix when brought to a workshop)  hence I am selling this bicycle at a cheaper price tag (able to nego) :)

Do feel free to ask for a demo ride session to test out the bicycle 

Selling this as I am not longer intrested in 
Road cycling as I have too much commitments with other things and lost interest . 😅

pls do feel free to pm me for any info 😃.
Thank you !!!!",N,NA,NA,Y,Queenstown MRT Station (EW19)Tiong Bahru MRT Station (EW17)See 1+ locations,1.29440706,103.80614028,potato2583,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,11,https://www.carousell.sg/p/java-suprema-1240786293/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1655
157,23 likes,1 image,Trek Madone SL6 Frameset size 50,"3,999",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Frameset + Madone SLR handlebars and stem for sale. Excludes BB90, existing one need to be replaced
Rare colour in SG
Featured in IG, TrekMadone.Only
RFS: trying another climbing bike and no space to house another bike. Abit reluctant but no choice 

Condition: 7.5-8/10
Refitted with Madone SLR 40cm handlebar and 100mm madone SLR stem (these alone is abt 1ksgd)
Frame is well used. Has rubs and scratches from trainer but repaired by Treknology and other minor scratches. No functional defects

Can easily hold speed when paired with good wheelsets in excess of 40kph.

Excludes ultegra groupset, Bontrager saddle, pedals",N,NA,NA,Y,Seletaris Condominium,1.43636764,103.82529019,runruncharles,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,125,https://www.carousell.sg/p/trek-madone-sl6-frameset-size-50-1239902164/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bqngu9DPepr-Wonv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1950
158,22 likes,1 image,Triban Rc100 Road bike M,250,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,NA,N,NA,NA,Y,Sengkang MRT/LRT Interchange (NE16/STC),1.39153028,103.89538449,chingzhiyong,Joined 11 months ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/triban-rc100-road-bike-m-1232626300/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fjjuUJ3Ytehubd9V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=378
159,10 likes,5 images,Trinx tempo 2.0,190 200,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my trinx tempo 2.0 .
Reason for selling as I am not using anymore .
Price negotiable ",N,NA,NA,Y,Aljunied MRT Station (EW9),1.31641728,103.8827419,cutie1989,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,25,https://www.carousell.sg/p/trinx-tempo-2-0-1240654735/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1706
160,19 likes,1 image,Cipollini RB1K Carbon OEM 🚲,"1,800",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cipollini RB1K OEM Bike
-T1100 Full Carbon Frame
-Elitewheels 700Cc Carbon Wheels
-Toseek TR5500 Carbon Road Integrated Handle Bar
-Toseek Carbon Seat
-Sensah empire 2*11 Crankset 165, 52-36 Disc, Center Shaft Bb68
-Continental GrandPix GP5000 S TR28c Black
-Minor paint chip off, no time to ride hence selling.
-Used less than 10 times, suitable for 150-163cm
*Come with Cipollini Bottle Cage

Built close to 3k",N,NA,NA,Y,Pioneer MRT Station (EW28),1.337583,103.697285,sincerelybuyer,Joined 6 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,390,https://www.carousell.sg/p/cipollini-rb1k-carbon-oem-🚲-1240132197/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1894
161,5 likes,4 images,GIANT TCR Adv pro 1,"4,500",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","comes with power meter crank 
(No garmin) 
Recently serviced  at tay junction 
come check out ",N,NA,NA,Y,AMK Hub,1.36929383,103.84878497,waifulover101,Joined 6 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/giant-tcr-adv-pro-1-1243791458/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=403
162,20 likes,2 images,Polygon S7 with Hunt carbon wheelset Size 51,"1,280",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Carbon frameset with Shimano R7000. Includes Hunt 50mm carbon wheelset which i paid for 1.6k sgd.
With Fizik carbon saddle. Upgrade stem and cassette to ultegra R8000.

Without wheels - $1280
With wheels - $2600

Almost as good as new. Didnt use much due to lack of time. Open to nego",N,NA,NA,Y,Terrasse,1.36848741,103.87711863,thetminko,Joined 5 years ago,Mostly Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/polygon-s7-with-hunt-carbon-wheelset-size-51-1230847710/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1223
163,3 likes,2 images,Cycling Jersey,15,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Size 3XS.
Brand new. 
Black in colour, 3 back pockets.",N,NA,NA,Y,King Albert Park MRT Station (DT6),1.33600235,103.78308089,fivebyfive,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,41,https://www.carousell.sg/p/cycling-jersey-1242038860/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1174
164,20 likes,7 images,Road Bike - Twitter R10 Shimano 105 (Disc),"1,150",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Full carbon fibre with alloy wheelset roadie for sale.
Shimano 105 (R7000) 2x11s groupset.
Almost new Continental Ultra Sport III 700x25C tyres, can accommodate up to 32C tyres. 
Disc-brake.
Weighs Less than 9.0kg. Very light for a disc-brake bike.
Integrated handlebar with Fizik wrap.
Size: 46cm (XS), suits riders 1.65m ~ 1.75m tall.
** WILL NOT CONSIDER OFFERS LOWER THAN $1015. !!!!!! **",N,NA,NA,Y,691 Chao Chu Kang Crescent,1.4016336,103.75149,lucaschiakc,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.7,22,https://www.carousell.sg/p/road-bike-twitter-r10-shimano-105-disc-1243094035/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=766
