no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url,deal_location_lat,deal_location_lon,posts,current_listing_price,last_listing_price,contains_brand,brands,len_posts,post_word_count,emojis,num_emojis,lemma_posts
2,4,Bicycle,"1,150",Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,Trek Bicycle 🚲 ,N,,,Y,ESSO Jervois,Vincenttheboss,Joined 2 years ago,Mostly Responsive,Verified,1.0,0.0,1.0,5.0,1,https://www.carousell.sg/p/bicycle-1240104820/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1399,,,Bicycle Trek Bicycle  ,1150.0,,True,Trek,23,4,🚲,1,bicycle trek bicycle  
10,1,Road bike,"2,200",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Wilier Zero 9 52cm
Ultegra Di2 (full groupset)
Tokyo carbon wheel
Pm me for more 
RWS ( no time to ride)",N,,,Y,38a Bendemeer Road,hauzhe,Joined 4 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,2,https://www.carousell.sg/p/road-bike-1240776591/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1127,,,Road bike Wilier Zero 9 52cm Ultegra Di2 (full groupset) Tokyo carbon wheel Pm me for more  RWS ( no time to ride),2200.0,,True,Wilier,114,23,,0,road bike wilier zero 9 52 cm ultegra di2 groupset tokyo carbon wheel pm   rws time ride
46,6,URGENT!!!Raleigh road bike 700C RL880 24 speed,280 300,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"
fast deal 280 slightly negotiable Need get rid of it asap
Grip a little dirty due to sweaty palms
Used less than 10 time
Only area that rusted is seatpost right side on pic 6 
Latest pic of bike is on pic 5

Specs are on fourth pic 

Do look through my listings 
Pls buy🥲🥲🥲
Ride safe 😁",N,,,Y,Admiralty MRT Station (NS10)Woodlands MRT Interchange (NS9/TE2)See 4+ locations,oaheij,Joined 1 year ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,7,https://www.carousell.sg/p/urgent-raleigh-road-bike-700c-rl880-24-speed-1238500523/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CBPrbDlEVepG683U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1910,,,URGENT!!!Raleigh road bike 700C RL880 24 speed  fast deal 280 slightly negotiable  Need get rid of it asap Grip a little dirty due to sweaty palms Used less than 10 time Only area that rusted is seatpost right side on pic 6  Latest pic of bike is on pic 5 Specs are on fourth pic  Do look through my listings  Pls buy Ride safe ,280.0,300.0,True,look,344,65,🥲🥲🥲😁,4,urgent!!!raleigh road bike 700c rl880 24 speed   fast deal 280 slightly negotiable   need rid asap grip little dirty sweaty palm 10 time area rust seatpost right pic 6   late pic bike pic 5 specs fourth pic   look listing   pls buy ride safe
74,3,"Specialized S Works SL7, Size 56","10,500",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","This immaculately maintained bike was bought from the Authorised Specialized dealer located at Binjai. Painted with Flo Red/Red Tint/Tarmac Black/White. This sort after colour is not available on the market anymore. 
All regular servicing and maintenance has been done only by the authorised dealer. Bike will be sold with the original parts list . Duraace DI2, S works Aerofly 2 handlebar and Roval Rapides CLX carbon wheels come standard. 

After market goodies like the ceramic speed OPSW, Ceramic Speed Bottom Bracket and Romin 3D saddle can be added on with an addition of $1500 from the asking price. 
Please no low ballers. And bike will only be sold complete. ",N,,,Y,The Grandstand,jetstreamsg,Joined 8 years ago,Very Responsive,Verified,1.0,1.0,1.0,0.0,0,https://www.carousell.sg/p/specialized-s-works-sl7-size-56-1194235691/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=584,,,"Specialized S Works SL7, Size 56 This immaculately maintained bike was bought from the Authorised Specialized dealer located at Binjai. Painted with Flo Red/Red Tint/Tarmac Black/White. This sort after colour is not available on the market anymore.  All regular servicing and maintenance has been done only by the authorised dealer. Bike will be sold with the original parts list . Duraace DI2, S works Aerofly 2 handlebar and Roval Rapides CLX carbon wheels come standard.  After market goodies like the ceramic speed OPSW, Ceramic Speed Bottom Bracket and Romin 3D saddle can be added on with an addition of $1500 from the asking price.  Please no low ballers. And bike will only be sold complete. ",10500.0,,True,"Specialized, Specialized",701,115,,0,specialized s works sl7 size 56 immaculately maintain bike buy authorised specialized dealer locate binjai paint flo red red tint tarmac black white sort colour available market anymore   regular servicing maintenance authorised dealer bike sell original part list duraace di2 s work aerofly 2 handlebar roval rapides clx carbon wheel come standard   market goody like ceramic speed opsw ceramic speed bracket romin 3d saddle add addition 1500 asking price   low baller bike sell complete
51,3,Specialized SL7 Pro,"8,650 8,888",Like new,Mailing · Meetup,2 weeks ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Excellent condition Specialized SL7 Pro

Size 54cm
Aerofly 2 Bars
Shimano Ultegra Di2 12 Speed
Shimano Ultegra C50 Wheels

Local from T3
Groupset & Wheels approx 6 moths old. So still under warranty 

Not much use, as it’s a spare bike. Need to down size",Y,Custom courier S$30,1 working day(s),Y,Valley Point Shopping Centre,scottx,Joined 9 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.9,271,https://www.carousell.sg/p/specialized-sl7-pro-1229330826/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dn6VRbs_hNswnaQ8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1279,,,"Specialized SL7 Pro Excellent condition Specialized SL7 Pro Size 54cm Aerofly 2 Bars Shimano Ultegra Di2 12 Speed Shimano Ultegra C50 Wheels Local from T3 Groupset & Wheels approx 6 moths old. So still under warranty  Not much use, as it’s a spare bike. Need to down size",8650.0,8888.0,True,"Specialized, Specialized",274,48,,0,specialized sl7 pro excellent condition specialized sl7 pro size 54 cm aerofly 2 bar shimano ultegra di2 12 speed shimano ultegra c50 wheels local t3 groupset wheels approx 6 moth old warranty   use spare bike need size
18,1,Ceepo Venom Tt Triathlon Road bike shimano 105 no wheelset,990,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Full bike no wheelset
Feel free to send ur offer
Pm for more pics
open to trades",N,,,Y,"Blk 57, Geylang Bahru",wsssss,Joined 3 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,19,https://www.carousell.sg/p/ceepo-venom-tt-triathlon-road-bike-shimano-105-no-wheelset-1239387529/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ZXPc8PT0ZZNbgzZp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1608,,,Ceepo Venom Tt Triathlon Road bike shimano 105 no wheelset Full bike no wheelset Feel free to send ur offer Pm for more pics open to trades,990.0,,True,Ceepo,142,27,,0,ceepo venom tt triathlon road bike shimano 105 wheelset bike wheelset feel free send ur offer pm pic open trade
22,9,Scott CR1 Team Carbon Road Bike,800,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling as no longer in use. Requires heavy restoration works. 

Pm for more photos ",N,,,Y,Katong Shopping Centre,theshen,Joined 8 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,19,https://www.carousell.sg/p/scott-cr1-team-carbon-road-bike-1239164928/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1688,,,Scott CR1 Team Carbon Road Bike Selling as no longer in use. Requires heavy restoration works.  Pm for more photos ,800.0,,True,Scott,116,20,,0,scott cr1 team carbon road bike selling long use require heavy restoration work   pm photo
13,3,Giant TCR 3,450,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"2x8 speed
size S
collection Pasir Ris",N,,,Y,Parliament House,bandis,Joined 7 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,132,https://www.carousell.sg/p/giant-tcr-3-1240148291/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1380,,,Giant TCR 3 2x8 speed size S collection Pasir Ris,450.0,,True,Giant,49,10,,0,giant tcr 3 2x8 speed size s collection pasir ris
24,7,Pinarello Dogma F Plutonium Flash,"5,000",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Pinarello Dogma F ( Rim brakes ) size 51.5
Plutonium Flash 
just checked discovered tht was oem frame🥲
only the frame oem
Full carbon
Dura-Ace C60 wheelset 
DT Swiss 350 hubs w 54T ratchet upgrade
Shimano Di2 8050 (52/36) (11-28)
Crank arm length 170mm
R8000 pedals
Fizik Arione saddle
Vittoria Corsa Graphene 2.0 tyres
dipped in price as last picture shows the scratches that the bike has, other than tht the rest is fine
has a cool brake track that makes a cool braking sound
open to negotiation
just removed the bartape for wash
will wrap new supercaz bartape when deposit received

urgent selling as funding for school
urgent to sell able to discuss and nego",N,,,Y,Carpark @ Blk 324,otahhhh,Joined 5 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,8,https://www.carousell.sg/p/pinarello-dogma-f-plutonium-flash-1241639428/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=785,,,"Pinarello Dogma F Plutonium Flash Pinarello Dogma F ( Rim brakes ) size 51.5 Plutonium Flash  just checked discovered tht was oem frame only the frame oem Full carbon Dura-Ace C60 wheelset  DT Swiss 350 hubs w 54T ratchet upgrade Shimano Di2 8050 (52/36) (11-28) Crank arm length 170mm R8000 pedals Fizik Arione saddle Vittoria Corsa Graphene 2.0 tyres dipped in price as last picture shows the scratches that the bike has, other than tht the rest is fine has a cool brake track that makes a cool braking sound open to negotiation just removed the bartape for wash will wrap new supercaz bartape when deposit received urgent selling as funding for school urgent to sell able to discuss and nego",5000.0,,True,"Pinarello, Dogma, Pinarello, Dogma",696,121,🥲,1,pinarello dogma f plutonium flash pinarello dogma f rim brake size 51.5 plutonium flash   check discover tht oem frame frame oem carbon dura ace c60 wheelset   dt swiss 350 hub w 54 t ratchet upgrade shimano di2 8050 52/36 11 28 crank arm length 170 mm r8000 pedal fizik arione saddle vittoria corsa graphene 2.0 tyre dip price picture show scratch bike tht rest fine cool brake track make cool braking sound open negotiation remove bartape wash wrap new supercaz bartape deposit receive urgent selling funding school urgent sell able discuss nego
0,5,Fizik Tempo Decos Carbon,290,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought 2week ago in local shop

Wear 2times, feet doesn’t like this pair of pretty looking shoe so have to sell

Comes with box

Free a pair of new Look Cleats (grey)

Size 40EUR/7.5US/6.5UK

#sworks #rapha #shimano #nimbl",N,,,Y,533 Serangoon North Avenue 4,wsitems,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,76,https://www.carousell.sg/p/fizik-tempo-decos-carbon-1240664447/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1172,,,"Fizik Tempo Decos Carbon Bought 2week ago in local shop Wear 2times, feet doesn’t like this pair of pretty looking shoe so have to sell Comes with box Free a pair of new Look Cleats (grey) Size 40EUR/7.5US/6.5UK #sworks #rapha #shimano #nimbl",290.0,,True,Look,247,42,,0,fizik tempo decos carbon buy 2week ago local shop wear 2time foot like pair pretty look shoe sell come box free pair new look cleats grey size 40eur/7.5us/6.5uk swork rapha shimano nimbl
3,4,Basso Astra,"6,400",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Basso Astra carbon frame with Campagnolo chorus, Bora WTO 45 wheels and selle italia seat

Hardly use, selling to make space.
DM for more details",N,,,Y,I12 Katong,Nineteenosix,Joined 5 years ago,Not Responsive,Verified,1.0,1.0,1.0,4.9,8,https://www.carousell.sg/p/basso-astra-1238819017/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=oNuakoD2MHKIJR6k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1798,,,"Basso Astra Basso Astra carbon frame with Campagnolo chorus, Bora WTO 45 wheels and selle italia seat Hardly use, selling to make space. DM for more details",6400.0,,True,"Basso, Basso",157,27,,0,basso astra basso astra carbon frame campagnolo chorus bora wto 45 wheel selle italia seat hardly use sell space dm detail
39,1,Titanium road bike lynskey,"2,888",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"size xs 
smooth road bike",N,,,Y,Valley Point Shopping Centre,freeItems,Joined 9 months ago,Very Responsive,Verified,1.0,0.0,1.0,4.5,6,https://www.carousell.sg/p/titanium-road-bike-lynskey-1231395361/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=254,,,Titanium road bike lynskey size xs  smooth road bike,2888.0,,True,lynskey,52,9,,0,titanium road bike lynskey size xs   smooth road bike
51,5,UPGRADED Giant TCR Advanced Pro 2 105 (not specialized pinarello trek canyon cannondale orbea ),"2,400",Lightly used,Meetup,6 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable."," Open to trading to mtb of similar value. Dont mind topping up.  Size M. Dont be scared to message, i dont bite.

Bike has following upgrades: 
Giant Contact SL 400MM handlebar $95
GP5000 STR tan wall tubeless ready $200
Giant integrated stem computer mount $45 
Shimano 105 Clipless pedals $148
Fizik Solocrush Tacky Bar Tape $34
60MM Elite Marvel Carbon Wheelset ( Ceramic bearings and loud hub ) to top up $600 ( RTP $950 )
Shimano Ultegra Disc Rotors. ($130)
2 Decathlon bottle cages ( $30 )
Waxed Chain

Will give for free :
Decathlon cycling gloves ( $20 )
mini bicycle pump installed on the bicycle, two bottle cages, two free premium tubeless valves and rear light. And if price is met, I will throw in another GP5000 STR tire :) ( worth $100 go search the price yourself )

Specialized Torch 2.0 Size 42.5 (RTP worth $130 ) can be thrown in for a huge discount. 60% discount

Washed after each ride and take care carefully, just sent for servicing 1 month ago. Bike weight with pedals is 8.4kg. 

Crank arm as color discoloration due to degreaser. Saddle has side scuffs.  PM for more info

Your gain my loss. Selling at a loss edi 
CAN PROVIDE DELIVERY AT A FEE!

rfs changing to mtb",N,,,Y,Clementi Community Centre,iist0rmy,Joined 3 years ago,Very Responsive,Verified,1.0,1.0,1.0,4.8,20,https://www.carousell.sg/p/upgraded-giant-tcr-advanced-pro-2-105-not-specialized-pinarello-trek-canyon-cannondale-orbea-1239278323/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=429,,,"UPGRADED Giant TCR Advanced Pro 2 105 (not specialized pinarello trek canyon cannondale orbea )  Open to trading to mtb of similar value. Dont mind topping up.  Size M. Dont be scared to message, i dont bite. Bike has following upgrades:  Giant Contact SL 400MM handlebar $95 GP5000 STR tan wall tubeless ready $200 Giant integrated stem computer mount $45  Shimano 105 Clipless pedals $148 Fizik Solocrush Tacky Bar Tape $34 60MM Elite Marvel Carbon Wheelset ( Ceramic bearings and loud hub ) to top up $600 ( RTP $950 ) Shimano Ultegra Disc Rotors. ($130) 2 Decathlon bottle cages ( $30 ) Waxed Chain Will give for free : Decathlon cycling gloves ( $20 ) mini bicycle pump installed on the bicycle, two bottle cages, two free premium tubeless valves and rear light. And if price is met, I will throw in another GP5000 STR tire :) ( worth $100 go search the price yourself ) Specialized Torch 2.0 Size 42.5 (RTP worth $130 ) can be thrown in for a huge discount. 60% discount Washed after each ride and take care carefully, just sent for servicing 1 month ago. Bike weight with pedals is 8.4kg.  Crank arm as color discoloration due to degreaser. Saddle has side scuffs.  PM for more info Your gain my loss. Selling at a loss edi  CAN PROVIDE DELIVERY AT A FEE! rfs changing to mtb",2400.0,,True,"Giant, Giant, Giant, trek, orbea, canyon, pinarello, specialized, Specialized, cannondale",1311,232,,0,upgraded giant tcr advanced pro 2 105 specialized pinarello trek canyon cannondale orbea   open trading mtb similar value not mind top   size m. not scared message not bite bike follow upgrade   giant contact sl 400mm handlebar 95 gp5000 str tan wall tubeless ready 200 giant integrated stem computer mount 45   shimano 105 clipless pedal 148 fizik solocrush tacky bar tape 34 60mm elite marvel carbon wheelset ceramic bearing loud hub 600 rtp 950 shimano ultegra disc rotors 130 2 decathlon bottle cage 30 waxed chain free decathlon cycling glove 20 mini bicycle pump instal bicycle bottle cage free premium tubeless valve rear light price meet throw gp5000 str tire :) worth 100 search price specialized torch 2.0 size 42.5 rtp worth 130 throw huge discount 60 discount wash ride care carefully send servicing 1 month ago bike weight pedal 8.4 kg   crank arm color discoloration degreaser saddle scuff   pm info gain loss sell loss edi   provide delivery fee rfs change mtb
43,4,FAST DEAL‼️Di2 BIANCHI Sprint CUSTOMISED PAINTED White 12 Speed,"4,100",Lightly used,Meetup,3 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","RFS: Moving OUT
Please offer me your best price but do not lowball  please.",N,,,Y,8 Courtyards,cori_8,Joined 9 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,4.4,26,https://www.carousell.sg/p/fast-deal‼️di2-bianchi-sprint-customised-painted-white-12-speed-1235803262/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=183,,,FAST DEALDi2 BIANCHI Sprint CUSTOMISED PAINTED White 12 Speed RFS: Moving OUT Please offer me your best price but do not lowball  please.,4100.0,,True,BIANCHI,139,23,‼,1,fast dealdi2 bianchi sprint customise paint white 12 speed rfs move offer good price lowball  
11,1,Factor Ostro Vam Frame Size 56 cm oem Frameset,"1,000",Brand new,Meetup,4 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Preorder,

high quality t1100, made in Taiwan.

with warranty!

all sizes and colours are available,

custom paint jobs can be done too!

Building services can be provided!",N,,,Y,Paya Lebar MRT Interchange (EW8/CC9),z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,31,https://www.carousell.sg/p/factor-ostro-vam-frame-size-56-cm-oem-frameset-1242703290/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=275,,,"Factor Ostro Vam Frame Size 56 cm oem Frameset Preorder, high quality t1100, made in Taiwan. with warranty! all sizes and colours are available, custom paint jobs can be done too! Building services can be provided!",1000.0,,True,Factor,219,36,,0,factor ostro vam frame size 56 cm oem frameset preorder high quality t1100 taiwan warranty size colour available custom paint job building service provide
14,6,giant tcr sl   sizeM,"5,000",Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Lightest disc brake road bike frame set from
Giant.
Best value low weight & high stiffness climbing bike.
Broke local Everesting Basecamp record in sub
7hrs on it.
6 months old raw carbon w/ min decals. Lighter than painted ones. Plenty of room to adjust the seat height.
Selling the frame set w/ 2 yrs old SRAM Force
AXS 2×12 + Giant Contact SLR integrated Aero
handlebar 400×110mm.
ELiTe wheels 5mm",N,,,Y,Kovan MRT Station (NE13),rongxiaoco57510,Joined 2 months ago,Very Responsive,Verified,1.0,0.0,1.0,5.0,2,https://www.carousell.sg/p/giant-tcr-sl-sizem-1239163455/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=msSbywTNadwhpevb&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1691,,,giant tcr sl   sizeM Lightest disc brake road bike frame set from Giant. Best value low weight & high stiffness climbing bike. Broke local Everesting Basecamp record in sub 7hrs on it. 6 months old raw carbon w/ min decals. Lighter than painted ones. Plenty of room to adjust the seat height. Selling the frame set w/ 2 yrs old SRAM Force AXS 2×12 + Giant Contact SLR integrated Aero handlebar 400×110mm. ELiTe wheels 5mm,5000.0,,True,"giant, Giant, Giant",421,75,,0,giant tcr sl    sizem lightest disc brake road bike frame set giant good value low weight high stiffness climbing bike break local everesting basecamp record sub 7hrs 6 month old raw carbon w/ min decal light paint one plenty room adjust seat height sell frame set w/ 2 yrs old sram force axs 2×12 giant contact slr integrate aero handlebar 400×110 mm elite wheel 5 mm
39,9,LOOK 576 Frameset,950,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Hi all, I am selling my frameset as I’ve gotten a new frame and xferred the groupset over

Frame aesthetic condition not the best and would rate it 7.5/10, some scratches and slight blemishes on the protective layer can be seen

Frame has no bottom bracket cable guide as it was previously setup on DI2 and yes it is made to run on DI2 and mechanical (using conventional cable guide hence the friction tape on the frame)

S size (51.5cm) 

Comes with:
-Mavic Krysium 125 Anniversary limited edition wheelset with 25mm Pirelli P Zero Velo tyres 

-42cm Prime Primavera carbon handlebar with a carbon 120mm stem and Garmin + go pro mount 

-Fizik saddle

Do ask me any questions, price is negotiable. Will deliver to your place if the price is right. Thanks for viewing 🙏🏼 safe and happy riding!",N,,,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),chufenggg,Joined 7 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,459,https://www.carousell.sg/p/look-576-frameset-1241329801/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HNLe_MwLzqW_xjVu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=924,,,"LOOK 576 Frameset Hi all, I am selling my frameset as I’ve gotten a new frame and xferred the groupset over Frame aesthetic condition not the best and would rate it 7.5/10, some scratches and slight blemishes on the protective layer can be seen Frame has no bottom bracket cable guide as it was previously setup on DI2 and yes it is made to run on DI2 and mechanical (using conventional cable guide hence the friction tape on the frame) S size (51.5cm)  Comes with: -Mavic Krysium 125 Anniversary limited edition wheelset with 25mm Pirelli P Zero Velo tyres  -42cm Prime Primavera carbon handlebar with a carbon 120mm stem and Garmin + go pro mount  -Fizik saddle Do ask me any questions, price is negotiable. Will deliver to your place if the price is right. Thanks for viewing  safe and happy riding!",950.0,,True,LOOK,811,143,🙏🏼,2,look 576 frameset hi sell frameset get new frame xferre groupset frame aesthetic condition good rate 7.5/10 scratch slight blemish protective layer see frame bracket cable guide previously setup di2 yes run di2 mechanical conventional cable guide friction tape frame s size 51.5 cm   come -mavic krysium 125 anniversary limited edition wheelset 25 mm pirelli p zero velo tyre   -42 cm prime primavera carbon handlebar carbon 120 mm stem garmin pro mount   -fizik saddle ask question price negotiable deliver place price right thank view   safe happy riding
30,7,cannondale slice,"1,500",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","LOWBALLERS WILL BE AUTOMATICALLY BLOCKED. view to appreciate thanks
size 56",N,,,Y,Blk 409 Ang Mo Kio Ave 10 Coffeeshop,rey_cyclist,Joined 4 years ago,Very Responsive,Verified,1.0,1.0,1.0,5.0,12,https://www.carousell.sg/p/cannondale-slice-1241565273/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=831,,,cannondale slice LOWBALLERS WILL BE AUTOMATICALLY BLOCKED. view to appreciate thanks size 56,1500.0,,True,cannondale,92,13,,0,cannondale slice lowballer automatically blocked view appreciate thank size 56
18,8,Canyon Roadlite CF8 M Size,"2,200",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,Link to bike information: ,N,,,Y,Tampines central 7 multi story carpark,larcshimada,Joined 8 years ago,Mostly Responsive,Verified,1.0,1.0,1.0,5.0,21,https://www.carousell.sg/p/canyon-roadlite-cf8-m-size-1238433599/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CBPrbDlEVepG683U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1940,,,Canyon Roadlite CF8 M Size Link to bike information: ,2200.0,,True,Canyon,53,9,,0,canyon roadlite cf8 m size link bike information
