,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
12,2 likes,3 images,Java J-air Series Granata Road Bicycle,"1,000",Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand new java j air series Granata road Bicycle

Size Available : 

47cm (162-173cm rider)

50cm (172-181cm rider) 


Specifications :

Frame: JAVA Granata Aluminium Frame

Fork : JAVA Carbon Aero Fork 

Shifters : Shimano R3000 Sora 2 x 9 Speed 

Rear Derailleur : Shimano R3000 Sora 9 Speed

Brakes : DECAF Semi Hydraulic Disc Brakes 

Crankset: DECAF 50-34T Hollowtech Crank

Cassette: 12-28T Road

Rims : DECA 40mm High Profile Rims",Y,Custom courier S$15,6 working day(s),N,NA,tambiike,Joined 1 month ago,Very Responsive,Verified,1,1,1,4.8,5,https://www.carousell.sg/p/java-j-air-series-granata-road-bicycle-1241049356/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UcoIuPawh8rGd7Wa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1074
13,5 likes,9 images,Polygon Helio C3.0,600,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,size 44,N,NA,NA,Y,Bidadari Park Drive,minieclipse,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,11,https://www.carousell.sg/p/polygon-helio-c3-0-1240375770/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=o8cINkyfaOmgUhmL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1321
14,24 likes,4 images,Reynolds AR 58/62 Carbon Disc Road Wheelset,880,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","PRICE IS FIRM ! Want to clear the space!

Go faster and sail in the wind on these stunning satin finish wheels!

Can be equiped (SRAM and Shimano Casette)

Includes ! 

* BRAND NEW Continental GP5000 tyres 28c
* BRAND NEW Maxxis Tubes
* Shimano Hub Adapters

Exclude Rotors

FEATURES

Wide, tubeless ready rim provides better fit for higher volume tires that increase grip, lower rolling resistance and provide greater comfort
Refined, wider rim shapes have been optimized for crosswind stability at a variety of yaw angles
Features Sapim Sprint spokes and durable brass nipples
Equipped with fast rolling and smooth Reynolds TR3 hubs
Disc and rim brake specific models available

SPECIFICATIONS

Inner Rim Width: 19MM
Outer Rim Width: 27MM
Rim Depth: 29MM
Spokes: F24 | R24
Spoke Pattern: Front 2x | Rear 2x
Weight: 1730g
Technology: PR3, BWI
Hub: Front GW RRB | Rear GW RRB
Spoke Type: Sprint
Nipple: External Brass
Engagement: 10°
Pawl: 4
Decal: Black vinyl
Rim: Strike Carbon Tubeless Disc Brake 58mm, Strike Carbon Tubeless Disc Brake 62mm
",N,NA,NA,Y,Alexandra Village Food Centre,iamspecialized2.0,Joined 1 year ago,Very Responsive,Verified,1,1,1,5.0,4,https://www.carousell.sg/p/reynolds-ar-58-62-carbon-disc-road-wheelset-1241788992/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jNZUVE2jipoh965n&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=759
15,23 likes,5 images,Giant TCR Advanced 2 Disc with SL2 Wheelset,"3,600",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","NEGOTIABLE

FIRST PIC shows new bar tape, just changed.

SIZE ML
Bought brand new from tay junction.
105 Group Set 
Ultegra Brake Rotors
SL2 wheelset with goodyear F1 tires (running tubed but will pass you tubeless valves)
Shimano Clipless pedals

No crashes, only one paint chip in the photo above
",N,NA,NA,Y,Serangoon MRT Interchange (NE12/CC13),domo,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,63,https://www.carousell.sg/p/giant-tcr-advanced-2-disc-with-sl2-wheelset-1230590587/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=826
16,7 likes,10 images,23 Kuota kougar roadbike |shimano 105 di2 r7170 |carbon wheels,"4,888",Brand new,Mailing,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Kuota Kougar 
Shimano 105 di2 r7170
Butterfly carbon wheels
7.5kg!
$4888 😎
Lead time required

Follow our telegram for more deals 
shopforyousg",Y,Custom courier S$30,1 working day(s),N,NA,shopforyou.sg,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,154,https://www.carousell.sg/p/23-kuota-kougar-roadbike-shimano-105-di2-r7170-carbon-wheels-1240285236/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=14WNXEPrZ-qxfrbd&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1394
17,11 likes,9 images,Tommasini Tecno,0,Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","*Selling on behalf*
Rider is 1.77m but this setup is ok for 1.68~1.8m with a few tweaks.

Custom built with full Campagnolo Centaur groupset.
Size 53
Specs and geometries are in photo but here's a rough one:
Frame: Tommasini Tecno
Groupset: Campagnolo Centaur 2x11
170mm 50-34T 11-29T
Brakeset: Campagnolo Centaur 
Headset: Chris King
Wheelset:  H Plus Son Archetype rims laced to White Industries T11 Hubs
Seatpost: Thompson Elite Straight
Saddle: Berthoud Leather Aspin open black
Stem: Nitto Technomic 60cm
Handlebar: Soma Hwy One 44cm 
Pedals: Simswork by MKS Bubbly 

Have some freebies if price is right so shoot me an offer and let's negotiate.

Viewing and testing available upon availability,PM for more...",N,NA,NA,Y,Woodlands Community Club (CC),alsonhere,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,24,https://www.carousell.sg/p/tommasini-tecno-1242691370/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=JTBJLRlctHi3Pm93&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=302
18,33 likes,3 images,Trek Emonda SLR size 52,"7,200 7,600",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Update: bike has just gone thru a complete full overhaul servicing on 7th July with ceramic coating done at Spin Axis

Trek Emonda SLR size 52 c/w Duraace 11 speed 52/36 Chain rings and 11-30 Cassette. This is Trek’s top tier OCLV 800 carbon Project One Emonda. Under utilised as it’s a N+1 spare bike. Optimised for climbs but yet aero enuff for the flats. Handle bar has been updated with the latest one piece integrated bar from Treknology. Ridden carefully and never crashed. Headset bearings and Ceramic speed coated BB bearings only recently replaced. Some barely noticeable small scuffs due to resting bike during pit stops but in tip top condition. Includes a set of Enve bottle cages. Wheels, saddle and pedals not included but can be discussed if interested. 

",N,NA,NA,Y,Tampines MRT Station (EW2/DT32),auggy168,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,17,https://www.carousell.sg/p/trek-emonda-slr-size-52-1231008785/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eMHu6E52kVSuPVld&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=609
19,13 likes,3 images,Decathlon Road bike,"1,150 1,400",Lightly used,Meetup,1 month ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Price negotiable but don't offer ridiculous amount.

Letting go my beloved super versatile decathlon triban rc520 size S as riding foldie most of the time. Full set to go, not parting out. Currently decathlon selling this at $1249.90 for a stock bike.

Awarded Road.cc best under £1000 bike of the year for 2019/2020 along with plenty of rave reviews from bikeradar etc. 

Sale inclusive of followings: 

- Full bike on 105 r7000 groupset with trp hy/Rd hydraulic piston mated to the 105 mechanical shifters 

- Original wheelset with panaracer gravelking sk 32c tubeless setup(need to top up sealant for use) 

- Hunt aero light disc wheelset, 1488g lighter than plenty of carbon wheels with mid low aero profile, loud Japanese sealed bearing hubs, worth $9xx+  when bought. 

Comes with fast rolling and ultra light panaracer race c evo 3 tan wall 25c perfectly matched with the wheelset's aero profile 

 - Handle bar cinelli mash 42,  stock 40

 - controltech one ultralight stem

 Exclusions: Lights, computer and pedals are excluded. 

View and deal  in punggol near riveria lrt station

rc520 roadie pcn foldie bike bicycle",N,NA,NA,Y,Riviera LRT Station (PE4)meet up at punggol near Riveria LRT Station,jocis.trading,Joined 9 years ago,Very Responsive,Verified,1,1,1,4.9,62,https://www.carousell.sg/p/decathlon-road-bike-1225759755/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=IhdctWnk9gol0BTL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2614
20,12 likes,5 images,Bianchi Bicycle for Sell. Best for 1.4-1.6m,350,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Bianchi bicycle. Size is XXS 24 inch. Bought used in Carousel 3 months ago for $500. 

I only drive a few times. Has changed the seat to a more comfort one.

Pickup at my place in 69 Moulmein Road.

I do like it a lot for the color, the average to light weight but selling because its too small for me. I'm 1.7m, 80kg. I think best fit for 1.5m.",N,NA,NA,Y,69 Moulmein Road Playgroundmy appartment is next to this play ground. 91 Moulmein road.,vincent_1984,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,4,https://www.carousell.sg/p/bianchi-bicycle-for-sell-best-for-1-4-1-6m-1240577938/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=h3n5s3b1Hbj9TsLT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1239
21,Like,2 images,Preloved Kids 18 inch bicycle,40,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","got from someone from Facebook said it's 16 inch but when we received it was 18 inch and big for my 4 year old  son so selling. condition as it is hardly used.

can negotiate for faster deal.arrange your own pick up. 

postal code 320003",N,NA,NA,Y,Blk 3 St George Road,pjlachhwani,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,1,https://www.carousell.sg/p/preloved-kids-18-inch-bicycle-1243141301/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=37
22,9 likes,3 images,Specialised Cycle satin flake silver / black,"1,000",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Size :56
Color : Satin Flake silver/ black
Used 4 or 5 times
Usual price is 1500$ ",N,NA,NA,Y,Simei MRT Station (EW3),rajesh0304,Joined 5 years ago,Mostly Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/specialised-cycle-satin-flake-silver-black-1242076555/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eMHu6E52kVSuPVld&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=577
