,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
10,49 likes,6 images,URGENT!!!Raleigh road bike 700C RL880 24 speed,280 300,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"
fast deal 260 slightly negotiable Need get rid of it asap
Grip a little dirty due to sweaty palms
Used less than 10 time
Only area that rusted is seatpost right side on pic 6 
Latest pic of bike is on pic 5
14kg

Specs are on fourth pic 

Do look through my listings 
Pls buy🥲🥲🥲
Ride safe 😁",N,NA,NA,Y,Admiralty MRT Station (NS10)Woodlands MRT Interchange (NS9/TE2)See 4+ locations,1.44065462,103.80107163,oaheij,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/urgent-raleigh-road-bike-700c-rl880-24-speed-1238500523/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2387
11,129 likes,6 images,S-Works SL6 Tarmac (2020/Ultegra/49),"4,995",Lightly used,Meetup,6 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Size 49 Genuine Sworks SL6 Frame
Bought locally from Trilab
Super light &  blazingly fast.
Excellent condition, no accidents or falls. 
- Groupset: Ultregra R8000 w/ Morph carbon oversized pulley wheel system
Crank: S-Works 52-36, 170
Bars: 3T Aeronova carbon size 40cm and Stem: 3T Ark II Pro 100mm
Saddle: S-Works
Wheels: Full Carbon w/ Specialized S-Works Turbo Cotton tyres
Hubs: Chris King & Vision 
Cassette: 11-28 & Chain: KMC 11sp
Cages: Arundel carbon bottle cages  (included)


Viewings welcome.
Rider height 170cm
RFS buying Vespa.
Specialized, Tarmac, SL6, S-Works",N,NA,NA,Y,Parc Emily,1.30342205,103.84878184,scott555,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.8,24,https://www.carousell.sg/p/s-works-sl6-tarmac-2020-ultegra-49-1185746023/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=726
12,9 likes,5 images,Preloved Kids 18 inch bicycle,0,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","got from someone from Facebook said it's 16 inch but when we received it was 18 inch and big for my 4 year old  son so selling. condition as it is hardly used.

back tyre screw missing where we fill air and upper chain cover screw missing, both can easily get from the cycle shop.

self collect asap ,postal code 320003",N,NA,NA,Y,Blk 3 St George Road,1.32248933,103.86115616,pjlachhwani,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/preloved-kids-18-inch-bicycle-1243141301/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=744
13,Like,5 images,"Hey bicycle / urban bicycle / urban bike / hybrid bicycle / hybrid bike / 28"" bicycle / 28"" bike / Shimano bicycle / Shimano bike / bike / bicycle",680,Like new,Meetup,2 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Immaculate condition
Usual price @1k++

Minimalist bicycle
Lightweight but practical. 
Simple but trusty

28"" wheel size
8 speeds Shimano gear
Drum brake system

8 speeds Shimano internal gear
Kenda tyre 

One of its kind design
Certainly beyond phenomenon

Delivery can be arranged 🚚",N,NA,NA,Y,"Towner RoadCentralised location
2 mins walk from bus stop
3 mins walk from MRT Station
Open space carpark available
8 mins cycling journey to and from kallang RIVERSIDE Park (PCN) ",1.32234177,103.85937182,owncuev,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.9,255,https://www.carousell.sg/p/hey-bicycle-urban-bicycle-urban-bike-hybrid-bicycle-hybrid-bike-28-bicycle-28-bike-shimano-bicycle-shimano-bike-bike-bicycle-1244489259/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=9
14,10 likes,1 image,TIME scylon road bike for sale,100,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","clickbait price 
wts time scylon road bike 
specs:
time scylon aero frameset france edition 
enve ses 7.8 gen 3 lace to dt 240
bearings are change 
enve aero stem 110mm w k edge mount
enve aero bar 40cm
sram force groupset w ultegra crank 
shimano pro stealth saddle
dura ace paddles 
frame retail priced at 6.4k 
looking to trade with others road bikes too!
bike is slightly negotiable for serious buyers 
lowballers will nt be entertained",N,NA,NA,Y,Compass One,1.39234956,103.89506811,ishaoajsha,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.9,31,https://www.carousell.sg/p/time-scylon-road-bike-for-sale-1243820893/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fjjuUJ3Ytehubd9V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=385
15,57 likes,1 image,Mini Velo CL2,400,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Item like new. viewing at yew tee 

priced to sell.",N,NA,NA,Y,Yew Tee Wet Market,1.3980893,103.74742346,il6ers,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,43,https://www.carousell.sg/p/mini-velo-cl2-1239526247/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=mHKXp9ZD-f3OwFol&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2057
16,43 likes,6 images,Pinarello Dogma F,600,Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand new
Bike Size 50
Disc Brake
Frame Only
OEM Pinarello Dogma F",N,NA,NA,Y,7-Eleven,1.32092049,103.74297119,parrotlover,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,4.7,65,https://www.carousell.sg/p/pinarello-dogma-f-1240549771/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fmdU8BW1QNlmvc6V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1745
17,2 likes,2 images,Bixxis Prima Steel Road bike with campy,"4,000",Well used,Meetup,Yesterday,Road Bikes,Posted,Has minor flaws or defects.,"Bixxis steel road bike hand built by the famed De Rosa from Italy.
Size 54 with full campy record groupset.

",N,NA,NA,Y,The CascadiaSwimming Pool @ Cascadia,1.33310618,103.78723457,keano1008,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,195,https://www.carousell.sg/p/bixxis-prima-steel-road-bike-with-campy-1244163601/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=212
18,27 likes,5 images,Giant TCR advanced Pro.,"3,500",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling under use Road bike. 
Size S. 

Here are the specs -
Check out 'Giant TCR Advanced Pro R7020 - Road Bikes ', available at S$2,980 on #Carousell: ",N,NA,NA,Y,Blk 771 Bedok Reservoir View,1.3360267,103.93876433,edrrr,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,6,https://www.carousell.sg/p/giant-tcr-advanced-pro-1230588637/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xtwi_9JPhWIBh-TS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1380
19,1 like,1 image,"26 inch 21 Speeds Mountain Bike MTB 26"" Bicycle   lock children adult lady men  mesh food delivery mtb rack  lightweight child baby seat fixie hybrid bike 16 20 24 26 27.5 29 inch "" 700c bicycle  WHATSAPP 88918377",210,Brand new,Mailing,2 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"✅ Sold over 500+ Bicycles. With 300+ positive reviews! 
✅FREE ASSEMBLY  
✅Visit our main Carousell account for purchase ( Gearlook )

Offical WebPage:
www.gearlook.sg/

Shopee:
bit.ly/3wBIUfY


Mountain Bike road racing speed bike 
Great for delivery riders or cyclists who is looking for a simple and light bicycle.

- Whole bicycle
- Comes with free maintenance tools
- Bicycle are fully assembled, ready to ride

FREE Delivery to doorstep till End of the Month!

➡️ For Self collection/viewing
Do Whatsapp 8891 8377 to book an appointment

Description: 
- Wheel: 26""""
- High Carbon Steel 
- 21 Speed Gear 
- Disc Brake
- Comes with Mudguard
- Weight: Around 14kg
- Measurement: 168(Length) x 81-98cm(Height) Seat Adjustable
- Max Load: 150kg

Add on Accessories:
- Front Frame Bag $10
- Bottle holder $6
- Two led light $8
- Bell at $3
- Lock $10
- Universal Bike Phone Holder $10
- Pump $6
(All 7ACC above for $40 *SAVE $13*)

Add on: Back rack $28
Add on: Helmet $23



",Y,Standard delivery S$15,3 - 4 working days,N,NA,,,yomobike,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.8,5,https://www.carousell.sg/p/26-inch-21-speeds-mountain-bike-mtb-26-bicycle-lock-children-adult-lady-men-mesh-food-delivery-mtb-rack-lightweight-child-baby-seat-fixie-hybrid-bike-16-20-24-26-27-5-29-inch-700c-bicycle-whatsapp-88918377-1244106161/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=pFcsFvDdlwJuiL3z&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=267
20,82 likes,7 images,Dogma F12 (size 51.5),"8,388 8,888",Lightly used,Meetup,4 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Brought frm cycleworx
Full bike Dura ace di2 9100
Enve 4.5 wheels Chris’s king ceramic bearings
Pair of enve bottle cage
Crank length 170mm
Ceramicspeed pulley wheels
Stem 110mm bar 400mm (original Most brand)
Fresh bar tapes
Brand new Most saddle (NOT Sworks in pictures)

FYI I hv 4 bikes so this is not an everyday bike
In great condition 

Not included 
Computer mount
Lights and bike computer 
Paddle

Don’t ask me best price questions. If you are truly interested, give me a reasonable offer and we can discuss from there. 

Tags
Sl7 S works cervelo specialized aero carbon light weight canyon pinarello trek venge slr lab71 shimano sram etap 12 speed ultegra ",N,NA,NA,Y,Yishun,1.42939084,103.83568463,krisflyer,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/dogma-f12-size-51-5-1238858944/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2258
21,26 likes,1 image,Cannondale Hooligan,"2,290",Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,As good as a brand new. PM for more details.,N,NA,NA,Y,Compassvale Vista,1.38789811,103.89678126,tommy_difinger,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,4.9,125,https://www.carousell.sg/p/cannondale-hooligan-1238228013/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FQeuVZaw8aogQOFi&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2461
22,16 likes,6 images,Canyon Endurace AL 7 (S) w/ Roval SLX24 wheelset,"1,600",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Recently serviced Canyon Endurace 7 (Small) for Sale!!!

- Shimano 105 R7000 group set
- Upgrade to Roval SLX 24 wheelset
- 11-32 Cassette
- New front tire
- New Jag cables
- New Canyon bar tape
- Ultegra pedals",N,NA,NA,Y,Bus Stop 56021 (Opp Sembawang Hill FC),1.37431777,103.82783039,kwataka2,Joined 9 months ago,Mostly Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/canyon-endurace-al-7-s-w-roval-slx24-wheelset-1241371425/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1462
23,10 likes,6 images,Pas Normal Studios - Men’s Escapism Light Bibs,300 325,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Pas Normal Studios 
Men’s Escapism Light Bibs
Night Blue
Small

",N,NA,NA,Y,Orchard Road,1.30318371,103.83509159,tytan7,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/pas-normal-studios-men’s-escapism-light-bibs-1240267915/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1853
24,5 likes,3 images,Almost New Bicycle Sale - Selling Cheap,95,Like new,Meetup,22 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bot it online to use it to commute daily to work.  But found it too light for my liking.  More suitable for short distance cycling from Point A to Point B, eg. home to MRT, market, neighborhood mall, or just leisure cycling.  Bot at $135.  Rode once nia. Clearing at $95. Bicycle condition still like brand new... See to believe",N,NA,NA,Y,Yishun MRT Station (NS13),1.42912496,103.83520369,johann_teh,Joined 5 years ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/almost-new-bicycle-sale-selling-cheap-1244359540/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=102
25,19 likes,5 images,🆕🔥GIANT ESCAPE 2 CN 2023 Hybrid Bike | Shimano Tourney 21 Speed Disc Brake City Bicycle,580,Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price is for 1 Full Bike(FIRM)
Ready Stock & Brand New



☑️Ready Sets, No Pre-order required. 

☑️ FREE Gifts : Bike Stand, Bell, Reflectors, Bottle Cage (WORTH : $20) 

☑️ FREE : Full Bike Assembly & Tuning

☑️FREE: 3 Months of Tuning & Adjustment Limited Warranty



📍Available Size: 

Size S - Suitable for 160-172cm Rider

Size M - Suitable for 170cm to 180cm rider 



📌 ADD ON (Limited Sets): 
Package 1 - $25 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️Cable Lock,  ▪️Upgraded Bottle Cage Design  


Package 2 - $48 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️5 Digit Number Lock,  ▪️Upgraded Bottle Cage Design, ▪️Phone Holder



           🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




Specifications :

Frame: Giant Escape ALLUX

Fork: High Carbon Steel

Shift lever: Shimano 3x7 speed

Front Derailleur: Shimano Tourney 3 Speed

Rear Derailleur: Shimano Tourney 7 Speed

Brakes: Giant Mechanical Disc brake

Crankset: 48/38/28

Cassette: Shimano MF-TZ500-7 14-34T

Tires:  Giant S-X3 700x35C Tyre 




☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,1.34127586,103.94134977,bikeco,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/🆕🔥giant-escape-2-cn-2023-hybrid-bike-shimano-tourney-21-speed-disc-brake-city-bicycle-1237986478/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=V7GZdavnv2YvW1ug&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2567
