,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
14,4 likes,3 images,Merida Reacto 400; 105 Groupset; Size S/M,"1,200",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Frame : Merida Reacto 400
Frame size : S/M (Suitable for 1.78 - 1.85)
Groupset : Shimano 105 
Wheelset : Merida Clincher Aero 30
Pedals: Shimano SPD-SL",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),rotenbak,Joined 3 years ago,Mostly Responsive,Verified,1,0,1,5.0,12,https://www.carousell.sg/p/merida-reacto-400-105-groupset-size-s-m-1242465223/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=i1eymQnXgC4TK2M9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=360
15,6 likes,4 images,Gracia Zeru (Rim Ver),"2,000 2,500",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"price drop to $2000. 
bike almost 2yrs( proof of receipt from RNE bikeshop)sz small. I'm 1.7m.shifters are Ultergras/ 105 crank/105 rear derailleur/ SRAM force brake calipers .mechanical 11spd   setup as 1× drivetrain(52t oval chainring).waxed chain since day1. 1 pc cockpit set(80mm×380mm).wheels are Hyper 50s(28mm gp 5k tyres front/back). no brand full carbon saddle. almost full integrated cables looks clean. weight  6.89kg!!!(without  pedals / bottle cage) what u see ☝️ is what u get.
test ride before committing.
check out my other bike on sale also... thanks
",N,NA,NA,Y,Tampines West MRT Taxi Stand 146,daddyzeus,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,25,https://www.carousell.sg/p/gracia-zeru-rim-ver-1239959001/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1436
16,8 likes,3 images,CSPD XOXO JERSEY (XS),100,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,NA,N,NA,NA,Y,River Isles,ballpwq,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,120,https://www.carousell.sg/p/cspd-xoxo-jersey-xs-1238665055/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CBPrbDlEVepG683U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1957
17,11 likes,9 images,Cervelo S2 (size 51),"2,150",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Cervelo S2 (size: 51)

Cervelo S2 Full Carbon Frameset
Size 51 (refer to sizing chart)

Shifters & Derailleur : Shimano Ultegra RD-R8000
Brake Calipers		 : FSA Gossamer
Crankset		         : FSA Gossamer 50/34
Cassette		         : Ultegra 11spd 11-25
Handlebar		 : 3T ergonova
Stem			 : 3T ARX
Wheels			 : MAVIC Cosmic SR carbon wheels (50mm)
Tires			 : Continental GrandPrix 5000 (tan wall)

comes with free Cycling Computer mount, pair of Continental GrandPrix 5000 tires, Ciclovation bar tape and wheelset adjustment tools.

Used only on weekends. Well maintained, washed every ride & fully serviced every year. See to appreciate.

RFS: Spare bike. Recently got a new one!",N,NA,NA,Y,Parc Oasis CondominiumParc Oasis Condominium near Chinese Garden MRT,ricky_b,Joined 3 years ago,NA,Verified,1,0,1,5.0,13,https://www.carousell.sg/p/cervelo-s2-size-51-1242440289/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=i1eymQnXgC4TK2M9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=378
18,39 likes,1 image,Pinarello Dogma F12  Dura-Ace di2,"3,200 7,000",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Pinarello Dogma F12 Yellow. Egan bernal's yellow TOUR DE FRANCE-WINNING pinerello dogma f12 colourway. 
super fast bike, comfortably sits at 30kmh. message to arrange viewing
total bike mileage under 500km.
 
Do take note that it's a OEM frame as real ones arent this cheap. performs and looks the same

doesnt come with spd pedals and saddle, can provide lightweight cnc flat pedals
Size: 46.5
barstem: 400, 90mm (integrated aero)
Crankset: 52-36
Cassette: 11-28
50mm carbon wheelset (loud)

Dura Ace Di2 9150 shifter
Dura Ace Di2 9150 FD & RD
Ultegra 8000 crankset
Ultegra 8000 direct mount rim brake
Ultegra 8000 cassette
Ultegra BB
Ultegra chain
does not come with any accessories",N,NA,NA,Y,Eunos MRT Station (EW7)Ubi MRT Station (DT27),willingtosell,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,20,https://www.carousell.sg/p/pinarello-dogma-f12-dura-ace-di2-1240357979/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=e8UBo6k3iv7O7SH-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1295
19,48 likes,2 images,Gaint 2021 TCR Advance 2 Size XS Cbrake,"2,000 2,200",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Full r7000 shimano 105 groupset 

Upgrade 50mm powerway r36 carbon 

Wheelset with conti pro 5000 tyre. *loud hub

Saddle Giant SL

Chainring 52/36t 

Kmc x11 SL chain

Xs size suitable for 173cm and below.

Bike is light weight  at 7.8 kg and good for climbing.",N,NA,NA,Y,Blk 178 Edgefield Plains,weiyigougou,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,7,https://www.carousell.sg/p/gaint-2021-tcr-advance-2-size-xs-cbrake-1238377430/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=2_aptq-6WHkTwHcY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1960
20,16 likes,7 images,2022 Trek Madone SL6 (Size 52),"5,000",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling a 2022 Trek Madone SL6 (Size 52). 

Groupset: Shimano 105 Di2 R7170 1x (12-Speed).
Brakes: Shimano GRX RX810 with Riderever Brake Pads.
Crankset: ROTOR BCD110x4 50T 1x Chainring with ROTOR Aldhu Crank Arm 170mm and Aero MAS.
Cassette: Shimano 105 R7150 12-Speed (11-34).
Chain: YBN 12-Speed Titanium Chain (SLA1210-TIG).
Wheelset: Bontrager Paragrim SL Alloy.
Saddle: Repente Quasar.
Bartape: ENVE.

Handlebar and stem upgraded to Madone SLR integrated. (Has been repainted to match the frame colour). 

Accessories Included:
- Elite Bottle Cage x1.
- Original SL Spacers and Adapter (For regular stem).
- Front Computer Mount.
- Shimano Di2 Battery Charger.

Viewing and dealing at Bikes n Bites.
Address:
100G Pasir Panjang Road, #01-11 Interlocal Centre, Singapore 118523",N,NA,NA,Y,Interlocal CentreMeet at Bikes n Bites,3enjixjjin,Joined 2 years ago,Very Responsive,Verified,1,1,1,5.0,7,https://www.carousell.sg/p/2022-trek-madone-sl6-size-52-1242625447/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=298
21,1 like,1 image,"Bicycle seat cover add to foldable bike mountain bike road   29 food mesh 24"" 26"" rack 20"" kid children bag 16"" child inch seat WHATSAPP 89501850",5,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 



You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/bicycle-seat-cover-add-to-foldable-bike-mountain-bike-road-29-food-mesh-24-26-rack-20-kid-children-bag-16-child-inch-seat-whatsapp-89501850-1241955845/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TIymlxr_zUgvZFmg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=691
22,16 likes,5 images,Specialized Road bike for sale,"2,800",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","2018 SPECIALIZED ALLEZ SPRINT COMP(DISC)
NO SCRATCHES
CONDITION 10/10
SIZE 54
VERY RARE TO FIND THIS COLOURWAY → STOPPED PRODUCTION
WEIGHT: ARND 8KG

SPECS:
Full 105 SHIMANO GROUPSET (NEW MODEL)
SHIFTING OF GEARS VERY SMOOTH
UPGRADED TO PRO LT STEM & HANDLEBARS
CARBON SEATPOST & FORK
UPGRADED TO SPECIALISED POWER SADDLE
UPGRADED TO 50MM AERO WHEELS
SPECIALIZED ROUBAIX PRO TYRE
TREK BONTRAGER AERO RIMS W/O DECALS
NEW BLACK BARTAPE INSTALLED

FULL BIKE: $2800 SGD
SHIMANO 105 PEDALS
S-WORKS BOTTLE CAGE(ONLY 20g)
MAGENE C406 BIKE COMPUTER (WITH SPEED,POWER & MORE)",N,NA,NA,Y,"Blk 229B Sumang LanePlease call [email protected] 97778521 or 92788438 for viewing arrangement,thanks.",steve.wong62,Joined 9 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/specialized-road-bike-for-sale-1242539815/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=327
23,3 likes,1 image,Merida giant Twitter hybird bike carbon fiber on off road bicycle shimano,430,Brand new,Mailing · Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Hybird bikes range from $430-1400

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Brand available : Giant, Merida, Dahon, Fnhon, Crius, Java, Hito, Rifle, Twitter, Sava, Trinx, Raleigh, 3sixty

Shop : Gcycle
Contact number : 8875 8715 
Address : Kapo factory building, Block A, 03-03
Singapore 367998

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Shop name : Gcycyyle
Contact no : 8875 8715
Address : 80 playfair road, block A, 03-03
                  Singapore 367998",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Building03-03 ( Block A),gcycle,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.9,65,https://www.carousell.sg/p/merida-giant-twitter-hybird-bike-carbon-fiber-on-off-road-bicycle-shimano-1240660217/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1174
24,3 likes,7 images,DT Swiss P1850 wheelset for disc road bike,289,Like new,Meetup,Henderson cresent,2 days ago,Posted,Used once or twice. As good as new.,"Almost new! Original from wheelset of my Canyon ultimate CF SL 

RFS for upgraded to carbon wheelset. 

DT Swiss P 1850 Spline db
Famous for their high quality and reliability, this performance disc wheelset from DT Swiss weighs in at only 1755 grams without sacrificing any durability. 23-mm-deep aluminium rims come tubeless ready and offer excellent stability even when the road gets rough.

Spec:
Spline db hub 
11-speed Shimano 
Weight: 1661g
Disc Brake Center lock
23mm rim height
29”/700c rim diameter 
Tube less ready 
Not include Thru axle 


Official price: S$660
Pls view and collect at Redhill 150101 :)",N,NA,NA,Y,Henderson cresent,yanhr2023,Joined 1 year ago,Mostly Responsive,Verified,1,0,1,5.0,12,https://www.carousell.sg/p/dt-swiss-p1850-wheelset-for-disc-road-bike-1243083007/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=46
25,3 likes,2 images,SEKA MIDNIGHT BLUE ROADBIKE S,"6,800",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Seka Exceed Midnight Blue S

Stealth setup w all jagwire cables and damper foam.
(Purchased from bikedoctor last year, only received frame in Jan23 w/ receipt)

Ultegra R8000 Group set
-Ultegra Crank w Absolute Oval Chainring 170mm 
-Titanium bolt for crank
-Ultegra R8000 Shifter
-Ultegra R8000 Front and rear derailleur
- Racework Ceramics OSPW 13T-18T
Juin Tech GT-F Brake Caliper (Black)
Shimano MT900 rotor

105 cassette 
105 Clipless pedal

YBN SLA 11 speed chain

Token T47 BB

Specialized S-Works Power Saddle 143mm (w receipt, bought from bikedoctor)

Bontrager Light Bottlecage
PDW Lucky cat bottle cage

ELITE ENT Wheelset 50mm (wheel serviced in Jan23, w receipt)
Currently running on tubeless setup

Come w Garmin Sensor set 530 Edge and readu bike rack (pic2)

Lights are not included.

Whole bike assembly by Attitude Bikes in Jan 23. (w receipt)
Bike weight - 7.92kg

Less than  10 rides till date. If you same size as me, will add on Morton cycling jersey size L. 

No longer ride as often. Hence selling.

Rider profile - 1.72cm. Bike is fitted by performance bike fitter.

Personal review - an everyday man’s race bike , relaxed geometry compared to system six. Accelerate fast,  sharp in the corners. sg is all flat, getting a deeper/ heavier wheelset will help in maintaining speed.

Feel free to come down for viewing. Once cfm, will send bike for servicing before handover bike.",N,NA,NA,Y,Blk 402/403 Carpark,62353535_,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,142,https://www.carousell.sg/p/seka-midnight-blue-roadbike-s-1241612761/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=802
26,16 likes,5 images,Kids bicycles with training wheels,19,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","kids bicycles - 2 pcs
Bought from Jurong East  giant store at $65 for each.
Selling away $38 for both.
Have to take both.
One bike paddle broken
Air need to pump
No bike lock in pics will be provided",N,NA,NA,Y,Bukit Batok Central Park,captain2022,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.8,101,https://www.carousell.sg/p/kids-bicycles-with-training-wheels-1241967328/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Ve_FZZb3bZqo2iFr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=615
