,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
10,134 likes,3 images,Specialized Tarmac SL6 Sport (Size 54),"2,999",Like new,Meetup,2 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Size: 54
Colour: Carbon/Smoke

•Bought the bike from Specialized at Binjai Park in April 2022 (Can provide receipt to prove).
•JRC components stem out front mount for Garmin on handlebar
• Shimano Ultegra pedals (PD-R8000) included
• Supacaz Super Sticky Kush Tape
• 2 x Supacaz Bottle Cage included
•RSP @ S$4,500 for this colour now
(Can refer to their website but out of stock)
• Just did servicing to handover a perfect bike in tip top condition

",N,NA,NA,Y,"201 Henderson RoadSpin Axis
#03-11
S(159545)",39zulu,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,39,https://www.carousell.sg/p/specialized-tarmac-sl6-sport-size-54-1195553682/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=61
11,6 likes,7 images,Marin Fairfax 3 City Bike,900,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Marin Fairfax 3 City Bike, used only  twice. In great condition like new as it is kept indoors and was just  purchased end last year only. Have to take care of elderly resulting in no time to cycle. Text only if you are a serious buyer. Price fixed at $900.  

Original Price at $1,100. ",N,NA,NA,Y,SuperBowl Jurong,amigocurls,Joined 6 years ago,Mostly Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/marin-fairfax-3-city-bike-1241212023/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1000
12,3 likes,8 images,"Cervélo P2, Carbon","1,850",Like new,Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Cervélo P2
Excellent Condition

Shimano Ultegra :-
Front Derailleur
Rear Derailleur 
Crankset 
Brake Caliper 

- SRAM gear shifter 
- Shimano RS520 rim
- Vittoria Rubino Pro tyres 

Please see my listings for more bicycle options or contact us at 88111796 for more information 

Welcome to view and for test ride at Lipo building, 621 Aljunied Rd #07-07",N,NA,NA,Y,Lipo Building,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,804,https://www.carousell.sg/p/cervélo-p2-carbon-1239053022/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1074
13,23 likes,4 images,Sworks Tarmac Sl7 size 54,"19,000",Like new,Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Groupset Dura ace 12 speed with dual side power meter 
Wheels Roval CLX (clincher)

Mint condition 

Not interested in trades",N,NA,NA,Y,Hotel Royal,yas1740,Joined 4 years ago,Very Responsive,Verified,1,1,1,5.0,16,https://www.carousell.sg/p/sworks-tarmac-sl7-size-54-1238206178/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=2_aptq-6WHkTwHcY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2006
14,3 likes,2 images,Shimano RC5,40,Well used,Meetup,2 weeks ago,Road Bikes,Bumped,Has minor flaws or defects.,"Shimano RC5 Women’s
Size 37
Condition 7/10 (Barely used)
Comes without clips, sold separately for $5
Pm for more pics or details :)",N,NA,NA,Y,Commonwealth MRT Station (EW20),russelsohwj,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,56,https://www.carousell.sg/p/shimano-rc5-1237843401/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1201
15,15 likes,10 images,TREK OCLV 5500 with modern components,"1,800",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,,N,NA,NA,Y,Derek Bicycle Services Pte Ltd,derekler,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,63,https://www.carousell.sg/p/trek-oclv-5500-with-modern-components-1239809406/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1493
16,57 likes,8 images,Trek Waterloo Wisconsin 1976 road bicycle bike dclv carbon 110 bontrager parts tyres project one edition ultegra  shimano sg-x 50-F with look pedals acc carbon bontrager dclv,850,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Given as a gift from an uncle. Alr have a mountain bike so literally used this bicycle 2 times before going back to my mountain bike. Been in storage since so letting them go. Retail price of every part of it is almost $2000. Super good deal for anyone who wanna get themself a good road bike.

Self collect at Compassvale lane.",N,NA,NA,Y,Compassvale Lane,gshockmodz88,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,945,https://www.carousell.sg/p/trek-waterloo-wisconsin-1976-road-bicycle-bike-dclv-carbon-110-bontrager-parts-tyres-project-one-edition-ultegra-shimano-sg-x-50-f-with-look-pedals-acc-carbon-bontrager-dclv-1240941762/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1081
17,857 likes,4 images,Java sava Merida trinx giant road bike hybrid bicycle mountain bike shimano,399,Brand new,Mailing · Meetup,2 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Ready stocks 

Road bike, hybrid bike, mountain bike, foldable bike available 

Brand : java , giant, raleigh, Merida, trinx 
Bicycle range from 399-1800

Ready stocks 
Viewing, test ride, Self collection available 
Free Delivery

Shop name : Gcycle
Contact no : 8875 8715
Address : 80 playfair road, block A, 03-03, 
                  Singapore 367998",Y,Express delivery Free,1 - 2 working days,Y,Kapo Factory Blk A,gcycle,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.9,65,https://www.carousell.sg/p/java-sava-merida-trinx-giant-road-bike-hybrid-bicycle-mountain-bike-shimano-1128144469/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=62
18,15 likes,3 images,Java J Air Fuoco,"1,200",Like new,Meetup,2 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Java J Air fuoco (Road Bike) Shimano 105
Condition: like new
Reason for sell: seldom use
Size 51 (suitable for height 173-182cm)
If you interesting just come to my place test riding. This’s all original Java J Air stock accessories. Except pedals.
With Roval wheels sticker, Shimano SpdSL pedals, 2 Bottle cages, and front carbon light mount.
Saddle light mount no include.
Meet up location: East coast park Starbucks (Area C) ",N,NA,NA,Y,East Coast Park Area C,tooyes,Joined 7 years ago,Very Responsive,Verified,0,1,0,5.0,4,https://www.carousell.sg/p/java-j-air-fuoco-1241509535/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=89
19,86 likes,9 images,Polygon Helios limited Hybrid Bike 700cc,370,Lightly used,Meetup,Yesterday,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Shimano Claris drive train.

Serviced drivetrain 5mths ago by professional. all cables upgraded. Totally under utilised. Reasonably light for a hybrid.

Bought for my sons but they picked up interest in other sports.

Fully negotiable for buyers on the spot and collection same day. Please don't compare with cheap China made bikes and low ball. 

Free cyclometer with cadence and aluminium handphone holder.
front and back lights will be given.

NEW ALX Endurance Alloy FrameFront Fork:ALX Alloy Fork with Alloy SteererShift Lever:Shimano Claris ST-R243Derailleur Front:Shimano Claris FD-2403Derailleur Rear:Shimano Claris RD-2400GSBrakes Front:Tektro R-359Brakes Rear:Tektro R-359Brake Levers:integrated with shifterPedals:Alloy Standard PedalCrankset:FSA CK-C200TTT, 50x39x30T, 170mm(48-50), 172mm(53), 175mm(56)Bottom Bracket:Catridge BearingChain:KCM Z7Cassette:Shimano CS-HG50-8, 12-25THub Rear:Formula Alloy HubHub Front:Formula Alloy HubRim:Rigida Flyer, Double WallSpokes Nipples:Stainless steel SpokesTires:Schwalbe Lugano PP, 700x23CSaddle:Entity Flux Saddle, Steel RailSeatpost:Entity Sport, Alloy, 27.2x350mmStem:Entity Sport, Alloy, 80mm (48-50), 90mm(53), 100mm(56)Handlebar:Entity Sport, Alloy, Flat 680mmHeadset:Entity Integrated Sealed Bearing",N,NA,NA,Y,ESSO,lawrencecruz,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,312,https://www.carousell.sg/p/polygon-helios-limited-hybrid-bike-700cc-1240190478/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=6
20,10 likes,8 images,S-WORKS Tarmac SL5 SRAM Red etap Zipp Tubular,"5,200",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","A genuine S-Works Tarmac SL5 with verifiable serial number intact (with original manual and boxes)

SPECIFICATIONS:

Specialized S-Works Tarmac SL5 carbon
frameset and fork - Frame SIZE 52

- SRAM RED etap groupset.
- 11 Speed cassette 11-28T.
- Sram Red Crankset (with Rotor Q-Rings 50/34T chainrings).

- Zipp 404 Carbon Tubular wheelset 60mm depth with flat aero spokes.
- Continental Gatorskin road tires.

- S-WORKS carbon Aero dropbar. 
- ENVE road carbon Stem 100mm.
- Ultra-light Astvte SkyliteVT saddle.
- S-WORKS carbon bottle cage.
- TITANIUM Speedplay pedals.

No rush to sell, so don’t lowball pls.
Price slightly negotiable for genuine buyers.
",N,NA,NA,Y,Hougang,jeanxjane,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,49,https://www.carousell.sg/p/s-works-tarmac-sl5-sram-red-etap-zipp-tubular-1241549825/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=833
21,20 likes,1 image,Pinarello F frameset Disc Brake. Eruption Red Size 55.,"8,500",Like new,Meetup,1 week ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Pinarello F size 55. Frame only. Includes Fork and seatpost. Bought from Cycleworx Singapore. 
",N,NA,NA,Y,The Grandstand,jetstreamsg,Joined 8 years ago,Very Responsive,Verified,1,1,1,NA,NA,https://www.carousell.sg/p/pinarello-f-frameset-disc-brake-eruption-red-size-55-1233448940/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=HNLe_MwLzqW_xjVu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=949
22,4 likes,4 images,Giant Escape Disc 3 Small,450,Lightly used,Mailing · Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","This Giant Escape Disc 3 is a great bike for commuting, running errands, or just getting around town. It's in good condition and has been well-maintained. The bike has a Shimano Tourney drivetrain, Tektro mechanical disc brakes, piston rims and continental 5000s.

The bike is a size Small, which is perfect for riders between 152 and 165. It's a lightweight bike, so it's easy to ride and maneuver. The disc brakes provide excellent stopping power, even in wet conditions.

The size Small of the Giant Escape Disc 3 has a frame height of 52 cm

This bike is ready to ride! It's needs a tune up and is in great condition. I'm selling it because I'm upgrading to a new bike.

",Y,Same day delivery Free,Within 1 working day,Y,Bidadari Park,legit1111,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,197,https://www.carousell.sg/p/giant-escape-disc-3-small-1243090039/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=39
23,2 likes,4 images,Definitive ISP “The One” full carbon Road Frameset 49cm,"1,600",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Was $4800 now:$1600
From France.

Full Carbon Road Frameset with Integrated Seatpost
Size: 700c

Monocoque Carbon UD
With
Vibration Stays Absorb technology
lateral Inflexibility System
Direct Cable Integrator

Fork: Carbon Tapered Steerer
seatpost: Profiled Integrated
FD: Brazed on
Bottom Bracket: BSC 68mm
Size:49cm
Eff. top tube: 509mm
Seat tube: 460mm
Seat tube plus integrated Seatpost 600mm

*item exclude installation
⚠️ only one set.  Payment via cash or PayNow only.

",N,NA,NA,Y,Blk 53 Paya Ubi Industrial Park#03-08,soonwatt,Joined 7 years ago,Very Responsive,Verified,1,1,1,4.8,36,https://www.carousell.sg/p/definitive-isp-“the-one”-full-carbon-road-frameset-49cm-1242239906/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=464
24,20 likes,4 images,Linus 7Sp city bike hybrid bike 700c,299,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Bicycle with baby seat & front basket 
7 speed Shimano gears 
700c hybrid tyres 
Ready to spin ",N,NA,NA,Y,Woodlands South MRT Station (TE3 ),Transmittingpower,Joined 1 year ago,Very Responsive,Verified,1,0,1,4.9,16,https://www.carousell.sg/p/linus-7sp-city-bike-hybrid-bike-700c-1240005597/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fDqalnGTdhwJaDLB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1426
25,11 likes,1 image,"Trek Emonda SL6, OCLV Carbon, Size 56, Hunt Carbon Wheels, Vittoria Corsa Tyres","6,500",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Specs & Price

Trek Emonda SL6, OCLV Carbon, Size 56 (suitable for height 170 to 183 cm), with carbon seat stays and Elite pro carbon bottle cages 

Ultegra R8000 Mechanical 52-36 crankset and 11-28 cassette with Ultegra R8000 SPD pedals

Hunt 4050 carbon wheels on Vittoria Corsa 28mm tubeless. 

Serviced regularly at Treknology 3. 

Excellent condition. No crashes.

Price: $6.5k (cash and carry)

Freebies: 

A new pair of Schwalbe 28 mm tubeless with half a bottle of sealant 

Bike lights (Bontrager)

Ultegra 50-34 Crankset

Degreaser, bike finish, grease",N,NA,NA,Y,Simei MRT Station (EW3),vivekdhoot,Joined 1 year ago,Very Responsive,Verified,1,1,1,5.0,10,https://www.carousell.sg/p/trek-emonda-sl6-oclv-carbon-size-56-hunt-carbon-wheels-vittoria-corsa-tyres-1239751605/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1495
