,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
10,15 likes,4 images,Sram Red ETAP HRD hydraulic disc groupset with Quarq power meter and dura ace parts Carbon,"2,100",Like new,Mailing,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"selling the whole groupset
all parts sram red aside from crankset and rotors.

HMU if you need a carbon frame and wheelset.",Y,Same day delivery Free,Within 1 working day,N,NA,z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,31,https://www.carousell.sg/p/sram-red-etap-hrd-hydraulic-disc-groupset-with-quarq-power-meter-and-dura-ace-parts-carbon-1240207800/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1363
11,9 likes,2 images,BRAND NEW ACID TRACK 1.0 WITH SHIMANO 105 R7000 OR SHIMANO SORA R3000,580 680,Brand new,Meetup,3 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"BRAND NEW ACID TRACK 1.0 WITH SHIMANO 105 R7000 OR SHIMANO SORA R3000

Installment plan via pace available at no additional charge ($680/ 3 Mths) 

Specification:

Acidbikecycling.com

Colour available: Apricot Black , Celeste White, Gunmetal Grey

Size 46 / 52

Selling at $880 for Shimano 105

Choice of Shimano Sora R3000 @ $680

Top up $100 for CF series 
Top up $150 for Carbon integrated Fork

Come down and view today at our showroom! 

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",N,NA,NA,Y,37 Defu Lane 10,cycle21,Joined 4 years ago,Very Responsive,Verified,1,0,1,4.9,30,https://www.carousell.sg/p/brand-new-acid-track-1-0-with-shimano-105-r7000-or-shimano-sora-r3000-1227056480/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=93
12,7 likes,2 images,GIANT PROPEL ADVANCED PRO 2017 ROAD BIKE WITH SHIMANO 105 R7000 GROUPSET AND N84 CARBON WHEELSET,"1,888",Like new,Meetup,Yesterday,Road Bikes,Bumped,Used once or twice. As good as new.,"GIANT PROPEL ADVANCED PRO 2017 ROAD BIKE WITH SHIMANO 105 R7000 GROUPSET AND N84 CARBON WHEELSET

Shimano R7000 (2 x 11 Speed) 105 Groupset
Shimano Ultegra 53-36t Crank 
ECCRACE N84 Carbon wheelset with Continental Ultra Sport Tires
Giant Contact Stem 
Fizik Antares Saddle

Size S

Price $1888

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",N,NA,NA,Y,37 Defu Lane 10,cycle21,Joined 4 years ago,Very Responsive,Verified,1,0,1,4.9,30,https://www.carousell.sg/p/giant-propel-advanced-pro-2017-road-bike-with-shimano-105-r7000-groupset-and-n84-carbon-wheelset-1239698512/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=134
13,8 likes,3 images,Java Mini Velo 18speed 22inch modified version,680,Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Java CL2 Mini Velo 18speed (2 x 9speed) 22inch Decaf stock Groupset (better than LTWoo and sehsah groupset) Very Smooth and Very New condition bike.

modified version with highten front bar and comfy fat seat. for more durable long ride 

very new condition 

WhatsApp 91272158 if keen",N,NA,NA,Y,NTUC Fairprice,powerdealsg,Joined 3 years ago,Very Responsive,Verified,1,0,1,5.0,33,https://www.carousell.sg/p/java-mini-velo-18speed-22inch-modified-version-1231880011/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=115
14,47 likes,1 image,Pinarello Prince 2020 Disk ultegra di2,"6,800",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Pinarello Prince Disk Year 2020
From Cycleworx (with receipt as proof)
Size 44.0
Note: seat post colour is specially created by Cycleworx. Standard seat post is black.

Shimano Ultegra Di2 11 speed
Chainring upgraded to Black Diamond Oval 52T (Original Ultegra chainring available)

Upgraded ceramic pulleys

Pedals: Shimano Ultegra

New cassette (less than 100km)
New DuraAce chain (less than 100km)
- both replaced same time

Stem: 110mm (Original 90mm available)

Wheels: Fulcrum Wind 550DB (55mm) comes with Continental GP5000 25mm

Comes with extras:
Dropbar 
Stem 90mm
Original pulleys
Most Garmin mount with light mounting",N,NA,NA,Y,Bus Stop 81029 (aft Geylang Lor 28),piglet2221,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,2,https://www.carousell.sg/p/pinarello-prince-2020-disk-ultegra-di2-1241212369/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XFqURe1R8ncLbkNK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=999
15,Like,5 images,GIRO ECLIPSE (Asian Fit),350,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling Giro Eclipse Spherical AF (Asian Fit).
Size: Large (59-63cm)
Colour: Black

Sizing price SGD 350.00
Condition is 10/10.
",N,NA,NA,Y,Tampines,keepclearingloke,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,4.8,33,https://www.carousell.sg/p/giro-eclipse-asian-fit-1240259730/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1343
16,7 likes,1 image,Lynskey Helix (with Campagnolo Super Record groupset),"6,000",Lightly used,Mailing · Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Sold as-is. Without saddle and pedals.

Size: ML (recommended for heights 5’9” to 5’11”)
ENVE fork, seat post, stem
Fulcrum wheelset

Clocked less than 500km. 

DM to deal and arrange no-obligation viewing.",Y,Custom courier S$50,3 working day(s),Y,Loyang Avenue,tnt.trex,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,286,https://www.carousell.sg/p/lynskey-helix-with-campagnolo-super-record-groupset-1242374720/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=401
17,15 likes,6 images,Kuota Kueen-K TT Bike,850,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"This triathlon bike has been use for a few races , it has not been used for the last 10 year. The bike has some rusty part as it was left at the balcony. Please see the pictures to have a feel of  the actual condition, need some servicing before it can be used again, other than that it has no damage part. Serious buyer you are welcome to view and make your offer. 
",N,NA,NA,Y,Parkway Parade,chuaeg.egc,Joined 4 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/kuota-kueen-k-tt-bike-1242183684/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=493
18,3 likes,4 images,S-WORKS VENGE 54CM SPECIALIZED SWORKS,"10,299",Like new,Mailing · Meetup,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Whatsapp 8333 0860

S-WORKS Venge 54CM
S-WORKS Aerofly 2 40MM
Shimano Ultegra 8070 Groupset
Hope Rx4+ brakes

Same day doorstep delivery is available at $30
If you want cheap, decathalon is one of the best place to shop! Happy to trade with the brands stated below
FOCUS Ultegra SWORKS Roval 105 minoura H&H YBN Trigo DAHON TERN Chris King Elite Lightworks Praxis Carbon-ti Easy Wheels Brooks THM Joseph Kuosac Ergon Extralite BMC MERIDA CANYON  S WORKS TREK FAC ENVE XX XXI 18 GX  ARGON C90 SLX CAMPAGNOLO XTR SAINT  3t venge sl6 madone sl7 DEORE XT XTR DI2 DOGMA  RED DURAACE SPECIALIZED XO X1 S BORA PETER XT SLX ZEE  Roval Red Force rival disruption speed of light S-WORKS SRAM ETAP MONGOOSE  CHWINN X5 GIANT COLNAGO SAGAN ENVE BOARDMAN ridea SHIMANO WILIER   SCOTT XO1 X9 X7 ",Y,Same day delivery S$30,Within 1 working day,Y,Beauty World Mrt Stn Exit B Pick-Up/Drop-Off Point,beautyworldcycles,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,266,https://www.carousell.sg/p/s-works-venge-54cm-specialized-sworks-1238147429/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=abGZHdoP3ZocCohv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2018
19,25 likes,9 images,Momentum UX-9S  ( Medium Size 27.5 wheel set ),400 450,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","A beautiful MOMENTUM Hybrid bike very well taken care . tires upgraded to PIRELLI 27.5instead of CST , and Alivio 9 speed RD 
The bike is designed in the US and come in solid alloy frame . For more details visit the link and you will find everything about it .
-PS: the rear rack excluded .

",N,NA,NA,Y,Edgedale Medical Clinic,Babayaga39,Joined 2 years ago,Very Responsive,Verified,1,0,1,4.4,23,https://www.carousell.sg/p/momentum-ux-9s-medium-size-27-5-wheel-set-1240707199/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=dazR8Hu6VIQbhePp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1167
20,5 likes,2 images,Montague Urban,"1,450",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"The Urban is a folding bike with standard 700c wheels that delivers road performance on a budget. A 21-speed Shimano drivetrain provides ample gearing for hilly roads while wide 35mm tires cushion the ride over rough terrain and potholes.
The patented RackStand offers cargo carrying capacity and has a built in fender, acts as a kickstand, and serves as a stand for the folded bike.
",N,NA,NA,Y,D'Lotus,paratrooper_montague,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,263,https://www.carousell.sg/p/montague-urban-1241662156/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=776
21,30 likes,8 images,Van Nicholas Ventus Titanium Road Bike with SRAM Force AXS electronic goupset,"3,000",Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Letting go this titanium rim brake bike. As follow:
- Size 50, I am 170cm tall for reference
- Aero handlebar with mount, additional Garmin mount at Stem to mount phone
- Yeoleo SAT C 50mm profile wheelset with DT swiss 240
- Electronic group set with Rotor Oval chain ring 48T/35T (12 speed),
Rechargeable Battery for goupset and charger comes with it.
- Sram AXS Road oversized12/14T Ceramitech  pulley set
- Good weight of 7.9kg with 2 bottle cage and pedal.
- Easy to reach above 30km plus if you a regular rider. 
- P Zero tyres, front 26mm, rear 28mm. Still have life.
- Look basic clip pedal
- Saddle I will swap with existing spare I have at home. Please look for a more suitable one as everyone preference is difference.
- Wear and tear scratches sure have. not for fussy buyer👍

I letting go reasonably priced for a titanium bike with this setting. Everything needed already been set up decently. Check out sram force groupset pricing at carousell . It still around 2k. Be fair and don't low ball me please. 

DM me if with interest.
Light and bike computer excluded.
I have an additional wheelset (hunt) 31mm depth for this bike, if you want go climbing trip can just swap.( additional fees of $200 if you want)
",N,NA,NA,Y,Blk 719 Yishun Street 71,sk3115,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,5.0,5,https://www.carousell.sg/p/van-nicholas-ventus-titanium-road-bike-with-sram-force-axs-electronic-goupset-1242393170/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=394
22,46 likes,5 images,Giant Revolt 1 - Gravel,"1,350 1,400",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Selling my Giant Revolt Gravel Bike

Medium Size

RFS: Bike Upgrade

Specs: ",N,NA,NA,Y,Event Space @ Blk 524A Woodlands Drive 14,adobongmanok,Joined 3 years ago,Mostly Responsive,Verified,1,0,1,5.0,1,https://www.carousell.sg/p/giant-revolt-1-gravel-1228587544/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W4ckrEq5y0WJ0LuY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1490
23,52 likes,5 images,Specialized Sworks SL6 Rim brake with top end parts without wheelset,"4,999",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","The very last of rim brake, a great bike to add to collection. Great performance bike with some top of the line parts. Snap on a wheel set it will be race ready. Please see below for specifications. Price quoted without saddle, bottle cage and wheelset. 

Below is the estimated cost when bought new
Sworks SL6 frame - $5500 size 52
Shimano 9150 Di2 Dura Ace group with D-Fly (52/36 & 12-28 & DA crank 172.5)- $4000
Zipp SL70 carbon stem (100mm) - $350
Zipp SL70 carbon handle bar (420mm) - $500
Ee dual pivot brake caliper - $1000
Ceramicspeed OSPW - $700
Hambini bottom bracket (3 month old) - $450
Look Keo blade carbon pedal - $200
REC Garmin mount - $100
Ciclovation bar tape - $50

Total build almost 13K selling less than 1/2 price. Price is firm. 

Optional purchase with Zipp 303 firecrest at $1400

Some minor paint scratches at the last photo due to leaning against rough surface. Other than this the bike is in very good condition

Reason for selling: Bought another rim brake bike so need to let go of this gem as I have a couple of more bikes to rotate. ",N,NA,NA,Y,Blk 15 Beach Road,cyclisttoys,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,93,https://www.carousell.sg/p/specialized-sworks-sl6-rim-brake-with-top-end-parts-without-wheelset-1224941122/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=770
24,1 like,3 images,Helmet,30,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Race helmet - Good condition ,N,NA,NA,Y,Punggol Central,kyanleng,Joined 3 years ago,Not Responsive,Verified,1,1,1,4.4,7,https://www.carousell.sg/p/helmet-1240580363/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1206
25,6 likes,9 images,Branded scott,400 550,Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Brand scott bought at 1200 usd imported,  super fast speed shimano gear rim big 28inch free helmet hurry pm me for fast deal, you all can google n check",N,NA,NA,Y,Singapore,manprince,Joined 5 years ago,Very Responsive,Verified,1,1,1,4.4,19,https://www.carousell.sg/p/branded-scott-1242798422/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=212
