,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
10,23 likes,2 images,Giant TCR Advanced 1,"1,600",Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant TCR Advanced 1 KOM 2016/2017 model
Size S. (Riders height 176cm)
Full ultegra 6800
Stock wheels (Giant PR-2)
ZIPP WHEELS NOT INCLUDED. 
Uncut steerer tube for plenty of adjustments
No pedals & saddle

Will include free new supercaz bartape

Separate: 
zipp 303 NSW (upgraded ceramic bearings, super smooth) for $1900. 
- With vittoria corsa graphene 2.0 25mm
- Without cassette 
- not the lower tier 303s or 303 firecrest",N,NA,NA,Y,Regent Heights,teddt,Joined 9 years ago,Mostly Responsive,Verified,1,1,1,5.0,16,https://www.carousell.sg/p/giant-tcr-advanced-1-1238278569/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2011
11,7 likes,3 images,Trek Speed Concept 7.5,"1,900",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Size S

10 Speed Shimano

Saddle: ISM Prologue
Stem: 90mm Carbon Stem
Handlebar: 400mm Carbon Handlebar
Pedals: Shimano SPD Clipless Pedals

Wheelset: Avian 40mm Carbon Wheelset
Tyres: Vittoria Corsa G 25mm

Groupset:
Shimano Dura Ace Brake Lever
Shimano 105 Brake
Shimano Ultegra Crank
Shimano Ultegra Front Derailleur
Shimano 105 Rear Derailleur

",N,NA,NA,Y,Blk 421 Bukit Batok West Avenue 2Bukit Gombak MRT Station (NS3),21_chris,Joined 6 years ago,Very Responsive,Verified,1,1,1,4.9,61,https://www.carousell.sg/p/trek-speed-concept-7-5-1242364048/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=DaFFM4SR0gtRvkSV&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=443
12,20 likes,9 images,SEKA EXCEED RDC Naked BLACK 12 Speed Di2 Shimano Ultegra 8170 Carbon-Ti 1.2kg (6.9kg) With Box,"6,600",Brand new,Meetup,3 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand New Built. 1 ride old. 30km done.
Local Frame by Distro...

All Bought Brand New
6.9 Kg without pedals, bottle cage and mount. everything in 7.3kg 

Original length.
Seatpost and Fork Uncut

RDC Frame $3.3k
Ultegra 12 sp Di2 $3.2k
T47 HSCER Ceramic BB $140
Lightbicycle AR465/AR375 (1.2kg) $2.1k
Carbon-Ti Hubs
Continental GP5000 TL Tubeless 25c $180
SEKA Integrated Bar 400x90
SEKA Original Seatpost 0 Offset
170mm Crank
11-30 Cassette

Total Build Cost 8.9k
No time to ride. Clearing off 2 out of my 3 bikes, keeping 1 only.

Full Seka Frame Box still available if u need, pick up from my office

2.3k off Build Price. Take and go.",N,NA,NA,Y,Bedok Reservoir,Bikes_And_Techs,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,374,https://www.carousell.sg/p/seka-exceed-rdc-naked-black-12-speed-di2-shimano-ultegra-8170-carbon-ti-1-2kg-6-9kg-with-box-1239711453/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=NIto8dAlUUROfnJA&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1531
13,8 likes,1 image,Bicycle for sales,125,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",NA,N,NA,NA,Y,Admiralty MRT Station (NS10),dvdkua12,Joined 5 years ago,Mostly Responsive,Verified,1,1,1,5.0,4,https://www.carousell.sg/p/bicycle-for-sales-1241983091/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=635
14,17 likes,5 images,GIRO Sentrie Techlace Road Shoes,88,Brand new,Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Giro Sentrie Techlace Road Shoes, with EC70 carbon sole, replaceable heels.
The upper exofiber material being quite pliable conforms to your foot nicely. 
Available in Black color size: 41, 42 and 44. And White color size available will be: 41, 42 and 43. Only few pairs left. ",N,NA,NA,Y,"2 Yishun Industrial St 1, North Point BizhubAdvance notice before visit",bernardteng116131,Joined 2 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/giro-sentrie-techlace-road-shoes-1238136204/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=njJIduQ4l4ciRUUW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2053
15,11 likes,1 image,Brand New! Cadex 50 Ultra!,"4,200",Brand new,Meetup,5 days ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Selling a BRAND NEW CADEX 50 ULTRAS!

Bought locally from Tay Junction in Nov 2022, and got warranty swapped out with brand new set Apr 2023.

Selling as I’ve bought another wheel.

Shimano Freehub body.

Price firm as original cost is $4800. Includes 2x wheelbags and 2x manuals.",N,NA,NA,Y,Thomson Hills Drive,fredyeo,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,11,https://www.carousell.sg/p/brand-new-cadex-50-ultra-1240866366/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=JTBJLRlctHi3Pm93&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=313
16,Like,1 image,"NEW! WITH BAG HOOK Travel Luggage Aluminium alloy ABS Polycarbonate   26"" delivery adult seat baby 27.5 24"" 16"" children inch lady thermal seat 29 kid Put bag mesh food rack child 20"" WHATSAPP 89501850",65,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

Self collection /  Delivery +$10
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 


MORE PHOTOS:
 carousell.app.link/qxKEdMnwvub

3 Colours Available: 
- Black  (INSTOCKS)
- Silver 
- Pink  


Sizes Available:
20 Inch ($65)
22 Inch ($70)
24 Inch ($75)
28 Inch ($90)
30 Inch ($95)



✨SELF COLLECT Available
🤙For fast reply, please whatsapp 8950 1850 for purchase.

Self collection /  Delivery +$10
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) ",Y,Standard delivery S$30,3 - 4 working days,N,NA,better-bikes,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/new-with-bag-hook-travel-luggage-aluminium-alloy-abs-polycarbonate-26-delivery-adult-seat-baby-27-5-24-16-children-inch-lady-thermal-seat-29-kid-put-bag-mesh-food-rack-child-20-whatsapp-89501850-1238031070/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zFGamB3pInfeF0nv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2196
17,2 likes,1 image,"FULL SUSPENSION with gear Foldie foldie folding bike 20""   inch mesh 29 bag seat seat lady adult 20 26 24 "" 27.5 child children 16 kid rack food delivery front baby thermal WHATSAPP 89501850",190,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!
Self assembly, Toolkit provided


FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

➡️ For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 


20""""  suitable for 130-180cm
7 speed gear 
Full suspension
Weight: approximately 14kg
Suitable for height 130-180cm
Length: 150cm
Seat height: 79-96cm
Handlebar height: 95-105cm
When folded: 80*65*45cm

➡️ For fast reply, please whatsapp 8950 1850 for purchase.",Y,Standard delivery S$30,3 - 4 working days,N,NA,better-bikes,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,9,https://www.carousell.sg/p/full-suspension-with-gear-foldie-foldie-folding-bike-20-inch-mesh-29-bag-seat-seat-lady-adult-20-26-24-27-5-child-children-16-kid-rack-food-delivery-front-baby-thermal-whatsapp-89501850-1238029357/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zFGamB3pInfeF0nv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2223
18,1 like,2 images,BMC road bike,"2,000",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,you get what you see,N,NA,NA,Y,Old Zion Road Hawker Centre 大世界炒粿條,zs758qgxds98906,Joined 1 month ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/bmc-road-bike-1242192966/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0QG0HuqBxfGXyj0V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=524
19,9 likes,6 images,Bianchi Oltre XR4 size 55 (1x / 6.7kg only),"9,000 10,000",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"I am selling my beloved Bianchi Oltre XR4 
- size 55 / 6.7kg (excl. pedals)
- selling because I got into a major accident riding my backup bike 2 weeks ago.. it will be a while for me to start riding again
- I’m the first owner / bought and shipped the frame from Swiss (receipts can be provided)
- Rare rim brake frame in this color way 
- brand new groupset / wheel set that I changed last month and only rode 3 times since (total mileage less than 150km) - receipts and retail boxes can be provided) 
- assembled at BYX bike
- everything pristine and good as new. No scratches whatsoever 

It was assembled with the intent to create an illegally light aero bike
- ~6.7kg without pedal and computer mount
- really snappy: excels very fast and maintains speed above 30-35km/hr easily 
- room to shave ~200g+ by swapping to pro level tire, seat post, bar tape etc

Components:
- frameset: Bianchi Oltre XR4
- group: mix of SRAM RED and Force (brake: ultegra direct mount)
- wheelset: custom wheels from Light bicycle (45 front / 55 back), DT Swiss 240 hubs, no decal, beautiful braided weave pattern, Vitoria Rubino tire
- Farsports F1 integrated handle bar (38cm / 110mm stem)
- 1x application: 48 front / 10-36 back (good enough to ride anywhere in SG and there’s no chain noise)

- price is excluding saddle and pedals
- low ballers will be ignored ",N,NA,NA,Y,Great World,edchoi81,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,10,https://www.carousell.sg/p/bianchi-oltre-xr4-size-55-1x-6-7kg-only-1241633563/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nPi99vdRxeERSzBD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=821
20,Like,10 images,Swiss Mondia Sprint Vintage Road Bike,"1,400",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Mondia bicycles were manufactured by Jeker-Häfeli & Cie, which started production in 1933. In 1936, Jeker-Häfeli sponsored a Mondia racing team for the Tour of Switzerland race. The winner that year was a Mondia rider.

This piece was flown in from Switzerland and completely restored.

Size 53 (M)

Specifications

Frame: Mondia Sprint 1986 (Reynolds 501 Cromo Steel)

Rear Derailleur: Shimano Exage 400 EX

Front Derailleur: Shimano Exage 400 EX

Shifters: Downtube Shimano Exage

Brakes: Shimano Exage

Crankset: Shimano 105 (Biopace)

All our project upcycle bikes are covered by a 3-month warranty for defects or mechanical malfunction. All project up-cycle bikes come with 1 free Lunch Break Tuneup (worth $30)

Drop by our store to test ride or find out more!
",N,NA,NA,Y,Lorong Bakar Batu,unspokin,Joined 1 year ago,Very Responsive,Verified,1,0,1,5.0,6,https://www.carousell.sg/p/swiss-mondia-sprint-vintage-road-bike-1243183821/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gYCyoMW4wGEPd65k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=0
21,3 likes,1 image,"Japan Shimano Foldable bike 20” 7 Speed Aluminium Bicycle Hito java Brompton child seat 29 24"" inch bag child adult rack 26"" 16"" 20"" mesh 27.5 lady Put WHATSAPP 89501850",299.76,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 





7 Speed Shimano gear
20"""" Wheel size
Disc brakes 
Ergonomically-designed Adjustable seat Post
High quality tires
Foldable Pedal

Suitable for food delivery riders or cyclists who is looking for a simple and light bicycle.


 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery Free,3 - 4 working days,N,NA,bettercycle,Joined 2 years ago,Not Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/japan-shimano-foldable-bike-20”-7-speed-aluminium-bicycle-hito-java-brompton-child-seat-29-24-inch-bag-child-adult-rack-26-16-20-mesh-27-5-lady-put-whatsapp-89501850-1241461620/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AyMIJaKyWIhP32LI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=957
22,9 likes,4 images,Specialized Tarmac SL5 for SALE!,"5,300",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling my beloved Specialized Tarmac SL 5. 
Specification:
Size: 49
Component: Ultegra 6800 11 Speed with 11 - 32T
Crankset: FSA 50/34T
Tyre: Continental 5000 (still new)",N,NA,NA,Y,25 Telok Blangah Crescent,biltan67,Joined 8 years ago,Not Responsive,Verified,1,0,1,5.0,4,https://www.carousell.sg/p/specialized-tarmac-sl5-for-sale-1229693454/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TsI9VzbOxSlBdwhI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1016
23,13 likes,10 images,Lemond Vintage Road Bike,"1,150",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Lemond 97' alpe d'huez
Size 56cm , 2 X 8 speed
Handbuilt in USA

Fork/Headset:
Lemond alpe d'huez
Crankset/Bottom Bracket:
Campagnolo mirage
Derailleurs/Shifters:
Campagnolo mirage
Handlebars/Stem:
System 2 components bar/ Profile design H20
Saddle:
Tecno Dynamica
Brakes:
Campagnolo mirage
Front Wheel/Hub/Tire:
Mavic cxp90/Campagnolo/ Michelin
Rear Wheel/Hub/Tire:
Mavic cxp90/Campagnolo/ Michelin",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),eighty7,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,29,https://www.carousell.sg/p/lemond-vintage-road-bike-1239361085/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LVkAvajBYMG4mYA1&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1648
